Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
HCC INSURANCE HOLDINGS,1003852209.0,134649915.0,42534897,itc,05/19/2022,05/18/2023,10400.0,1.0,10400.0,N/A,10400.0,,,,False,,,
HEXION INC.,1004841470.0,135888340.0,42534897,itc,12/22/2022,12/21/2023,20800.0,1.0,20800.0,N/A,20800.0,True,,,False,,,
"INTERFACE, INC",1003851115.0,260534279.0,42534897,itc,11/29/2022,11/28/2023,23625.0,1.0,23625.0,N/A,23625.0,,,,False,,,
KEURIG DR PEPPER INC,1003849667.0,135644603.0,42534897,itc,01/01/2023,12/31/2023,19890.0,1.0,19890.0,N/A,19890.0,,True,,True,False,,
"LEXMARK INTERNATIONAL, INC.",1003850429.0,260530440.0,42534897,itc,12/01/2022,11/30/2023,14018.0,1.0,14018.0,N/A,14018.0,,,,False,,,
"METTLER-TOLEDO INTERNATIONAL, INC.",1003850783.0,135722355.0,42534897,itc,11/18/2022,11/17/2023,14037.92,1.0,14037.92,N/A,14037.92,,,,False,,,
"MINERALS TECHNOLOGIES, INC.",1003849525.0,135729501.0,42534897,itc,11/14/2022,11/13/2023,14173.29,1.0,14173.29,N/A,14173.29,,,,False,,,
"NEWPARK RESOURCES, INC.",1003850811.0,129881654.0,42534897,itc,01/01/2023,12/31/2023,14000.0,1.0,14000.0,N/A,14000.0,,True,,True,False,,
PLANTRONICS INC.,1003849793.0,135918788.0,42534897,itc,05/01/2022,04/30/2023,18000.0,1.0,18000.0,N/A,18000.0,,,,False,,,
"PLASTIPAK PACKAGING, INC.",1004628426.0,134034198.0,42534897,itc,12/31/2022,12/30/2023,15142.4,1.0,15142.4,N/A,15142.4,True,,,False,,,
"PRA GROUP, INC.",1004029651.0,135458967.0,42534897,itc,09/30/2022,09/29/2023,20800.0,1.0,20800.0,N/A,20800.0,,,,False,,,
QUALCOMM INCORPORATED,1003850981.0,135893089.0,42534897,itc,08/01/2022,07/31/2023,25254.0,1.0,25254.0,N/A,25254.0,,,,False,,,
QUANEX BUILDING PRODUCTS,1003852350.0,135321429.0,42534897,itc,10/01/2022,09/30/2023,15088.59,1.0,15088.59,N/A,15088.59,,,,False,,,
RALPH LAUREN CORPORATION,1003849995.0,260677774.0,42534897,itc,01/18/2023,01/17/2024,14175.0,1.0,14175.0,N/A,14175.0,,True,,True,False,,
READING INTL INC,1005628687.0,135271374.0,42534897,itc,08/09/2022,08/08/2023,12480.0,1.0,12480.0,N/A,12480.0,,,,False,,,
SCOULAR,1005678185.0,135938477.0,42534897,itc,06/01/2022,05/31/2023,5590.0,1.0,5590.0,N/A,5590.0,,,,False,,,
SPX FLOW INC,1004871744.0,135165494.0,42534897,itc,07/21/2022,07/20/2023,14038.09,1.0,14038.09,N/A,14038.09,,,,False,,,
"STERICYCLE, INC.",1003853766.0,134336247.0,42534897,itc,01/01/2023,12/31/2023,13369.4,1.0,13369.4,N/A,13369.4,,True,,True,False,,
"TEVA PHARMACEUTICALS USA, INC.",1003851546.0,260049717.0,42534897,itc,12/01/2022,11/30/2023,15000.0,1.0,15000.0,N/A,15000.0,,,,False,,,
TEXAS INSTRUMENTS INC.,1003850181.0,135680326.0,42534897,itc,12/01/2022,11/30/2023,21668.0,1.0,21668.0,N/A,21668.0,,,,False,,,
THE TIMKEN COMPANY GNE-12,1003851008.0,136896732.0,42534897,itc,07/27/2022,07/26/2023,13850.0,1.0,13850.0,N/A,13850.0,,,,False,,,
"TOPBUILD SUPPORT SERVICES,INC",1004775930.0,136708315.0,42534897,itc,12/02/2022,12/01/2023,14976.0,1.0,14976.0,N/A,14976.0,True,,,False,,,
"TWIN DISC, INCORPORATED",1004107317.0,260932645.0,42534897,itc,03/15/2023,03/14/2024,7500.0,1.0,7500.0,N/A,7500.0,,,,True,True,,
UIPATH,1005716359.0,136441518.0,42534897,itc,06/01/2022,05/31/2023,23850.0,1.0,23850.0,N/A,23850.0,,,,False,,,
"UNIFI MANUFACTURING, INC.",1004879539.0,130723072.0,42534897,itc,07/29/2022,07/28/2023,1687.3,1.0,1687.3,N/A,1687.3,,,,False,,,
UNIVAR SOLUTIONS,1005739283.0,137056918.0,42534897,itc,10/01/2022,09/30/2023,22000.0,1.0,22000.0,N/A,22000.0,,,,False,,,
UNIVERSAL CORPORATION,1004943617.0,134370784.0,42534897,itc,03/12/2023,03/11/2024,21632.0,1.0,21632.0,N/A,21632.0,,,,True,False,,
VONTIER BUSINESS SERVICES LLC,1005508545.0,133948819.0,42534897,itc,12/07/2022,12/06/2023,20800.0,1.0,20800.0,N/A,20800.0,True,,,False,,,
W. R. GRACE & CO. - CONN.,1003999446.0,136781958.0,42534897,itc,06/23/2022,06/22/2023,18720.0,1.0,18720.0,N/A,18720.0,,,,False,,,
WATERS CORPORATION,1004007883.0,132959426.0,42534897,itc,11/14/2022,11/13/2023,17379.63,1.0,17379.63,N/A,17379.63,,,,False,,,
"WOODWARD, INC",1003851571.0,135975262.0,42534897,itc,11/14/2022,11/13/2023,12460.0,1.0,12460.0,N/A,12460.0,,,,False,,,
YAHOO INC,1005647667.0,135459416.0,42534897,itc,09/30/2022,09/29/2023,23400.0,1.0,23400.0,N/A,23400.0,,,,False,,,
ADVANCED DRAINAGE SYSTEMS INC,1005501953.0,135985573.0,42638814,pa,08/01/2022,07/31/2023,59488.0,0.14,8328.320000000002,8000.0,8000.0,,,,False,,,
"ADVANCED MICRO DEVICES, INC.",1003853537.0,134088047.0,42638814,pa,01/01/2023,12/31/2023,55575.0,0.14,7780.500000000001,8000.0,7780.500000000001,,True,,True,False,,
AECOM,1003850080.0,260661648.0,42638813,pa,01/01/2023,12/31/2023,177250.0,0.1,17725.0,8000.0,8000.0,,True,,True,False,,
"AHOLD DELHAIZE AMERICA HOLDING, INC",1003852376.0,136852922.0,42638814,pa,06/13/2022,06/12/2023,61950.0,0.14,8673.0,8000.0,8000.0,,,,False,,,
AIR METHODS CORPORATION,1004065738.0,131357572.0,42638814,pa,07/31/2022,07/30/2023,50618.88,0.14,7086.6432,8000.0,7086.6432,,,,False,,,
"AIRBNB, INC.",1004953147.0,260361651.0,42638814,pa,07/12/2022,07/11/2023,112480.77,0.14,15747.307800000002,8000.0,8000.0,,,,False,,False,True
ALBANY INTERNATIONAL CORP.,1003851889.0,260174983.0,42638814,pa,12/01/2022,11/30/2023,86528.0,0.14,12113.920000000002,8000.0,8000.0,,,,False,,,
"ALCON VISION, LLC",1005386230.0,133974296.0,42638814,pa,12/14/2022,12/13/2023,76752.0,0.14,10745.28,8000.0,8000.0,True,,,False,,,
AMENTUM GOVT SERVICES HOLDINGS LLC,1005602487.0,135090615.0,42638814,pa,09/01/2022,08/31/2023,42900.0,0.14,6006.000000000001,8000.0,6006.000000000001,,,,False,,,
AMERICAN EXPRESS TRAVEL RELATED SER,1003850056.0,260180334.0,43060271,pa,12/01/2022,11/30/2023,153920.0,0.26,40019.200000000004,30000.0,30000.0,,,,False,,,
AMERICAN GREETINGS CORPORATION,1003849385.0,136242709.0,42638814,pa,04/01/2022,03/31/2023,29960.32,0.14,4194.4448,8000.0,4194.4448,,,,False,,,
AMERICAN TOWERS LLC,1003850618.0,260513477.0,42638814,pa,12/12/2022,12/11/2023,74103.32,0.14,10374.464800000002,8000.0,8000.0,True,,,False,,,
AMERICAN WELL CORPORATION,1005707199.0,136778731.0,42638816,pa,07/05/2022,07/04/2023,29240.0,0.14,4093.6000000000004,8000.0,4093.6000000000004,,,,False,,,
AMG ADVANCED METALLURGICAL GRP,1005765698.0,260323925.0,42638816,pa,11/17/2022,11/16/2023,25500.0,0.14,3570.0000000000005,8000.0,3570.0000000000005,,,,False,,,
AMPHENOL CORP,1003850086.0,260576873.0,42638813,pa,01/01/2023,12/31/2023,192275.0,0.1,19227.5,8000.0,8000.0,,True,,True,False,,
"AMUNDI US, INC.",1005391388.0,131614489.0,42638814,pa,12/02/2022,12/01/2023,29876.18,0.14,4182.6652,8000.0,4182.6652,True,,,False,,,
ANALOG DEVICES INC,1004446158.0,136379971.0,42638814,pa,09/01/2022,08/31/2023,80851.5,0.14,11319.210000000001,8000.0,8000.0,,,,False,,,
APR ENERGY LLC,1005717544.0,136696611.0,42638816,pa,06/01/2022,05/31/2023,56300.0,0.14,7882.000000000001,8000.0,7882.000000000001,,,,False,,,
ARAMARK CORPORATION,1004639915.0,136120156.0,42927363,pa,09/01/2022,08/31/2023,215973.89,0.26,56153.21140000001,30000.0,30000.0,,,,False,,,
"ARDENT LEGACY HOLDINGS, INC.",1003849580.0,260363255.0,42638814,pa,12/01/2022,11/30/2023,36293.21,0.14,5081.049400000001,8000.0,5081.049400000001,,,,False,,,
ARTIVION INC,1005411368.0,132076805.0,42638814,pa,12/23/2022,12/22/2023,32621.06,0.14,4566.9484,8000.0,4566.9484,True,,,False,,,
ASCEND PERFORMANCE MATERIALS HOLDIN,1004314870.0,131091433.0,42638814,pa,06/01/2022,05/31/2023,74662.85,0.14,10452.799000000003,8000.0,8000.0,,,,False,,,
ASTEC INDUSTRIES INC,1005452297.0,132709227.0,42638814,pa,05/23/2022,05/22/2023,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
ASTRAZENECA PHARMACEUTICALS LP,1003853549.0,132049718.0,42638813,pa,12/01/2022,11/30/2023,189019.45,0.1,18901.945000000003,8000.0,8000.0,,,,False,,,
ASTRONICS CORPORATION,1005392049.0,133557272.0,42638816,pa,12/01/2022,11/30/2023,32448.0,0.14,4542.72,8000.0,4542.72,,,,False,,,
AT HOME STORES LLC,1005584762.0,134469212.0,42638814,pa,04/01/2022,03/31/2023,58682.0,0.14,8215.480000000001,8000.0,8000.0,,,,False,,,
AT&T,1003851659.0,133554499.0,42638814,pa,07/01/2022,06/30/2023,230380.8,0.14,32253.312,8000.0,8000.0,,,,False,,,
"AUTODESK, INC.",1003850724.0,260178704.0,43068051,pa,12/01/2022,11/30/2023,335296.0,0.26,87176.96,30000.0,30000.0,,,,False,,,
AVAGO TECHNOLOGIES U.S. INC,1003994394.0,134324131.0,42638813,pa,02/26/2023,02/25/2024,96250.0,0.1,9625.0,8000.0,8000.0,,,True,True,False,,
AVIENT CORPORATION,1005012575.0,134662534.0,42638814,pa,08/01/2022,07/31/2023,56100.0,0.14,7854.000000000001,8000.0,7854.000000000001,,,,False,,,
"AXALTA COATING SYSTEMS, LLC",1004579788.0,135836781.0,42638813,pa,12/01/2022,11/30/2023,240050.3,0.1,24005.03,8000.0,8000.0,,,,False,,,
"AZENTA, INC",1003853820.0,132084605.0,42638816,pa,10/01/2022,09/30/2023,42500.0,0.14,5950.000000000001,8000.0,5950.000000000001,,,,False,,,
AZZ INC,1005524049.0,133410163.0,42638814,pa,10/01/2022,09/30/2023,54718.56,0.14,7660.598400000001,8000.0,7660.598400000001,,,,False,,,
BANK OF NEW YORK MELLON CORP,1003953112.0,137060391.0,42638813,pa,05/26/2022,05/25/2023,135200.0,0.1,13520.0,8000.0,8000.0,,,,False,,,
BASF CORPORATION,1003849470.0,134427330.0,42638814,pa,12/01/2022,11/30/2023,60091.2,0.14,8412.768,8000.0,8000.0,,,,False,,,
"BAUSCH HEALTH US, LLC.",1003849589.0,260547263.0,42638813,pa,12/05/2022,12/04/2023,77760.0,0.1,7776.0,8000.0,7776.0,True,,,False,,,
BEST BUY PURCHASING LLC,1003994401.0,260718412.0,43060271,pa,01/30/2023,11/30/2023,299698.0,0.26,77921.48,30000.0,30000.0,,,,True,False,,
BIO-RAD LABORATORIES INC,1003851778.0,133015115.0,42638814,pa,07/02/2022,07/01/2023,60840.0,0.14,8517.6,8000.0,8000.0,,,,False,,,
"BJ'S WHOLESALE CLUB, INC.",1004991539.0,260663537.0,42638814,pa,01/01/2023,12/31/2023,66821.04,0.14,9354.9456,8000.0,8000.0,,True,,True,False,,
BLACK & VEATCH CORPORATION,1003850198.0,133087510.0,42638814,pa,12/28/2022,12/27/2023,25266.18,0.14,3537.2652000000003,8000.0,3537.2652000000003,True,,,False,,,
BLACKLINE SYSTEMS INC,1005593165.0,135085867.0,42638816,pa,05/07/2022,05/06/2023,28348.32,0.14,3968.7648000000004,8000.0,3968.7648000000004,,,,False,,,
"BLOCK, INC.",1004617816.0,135175787.0,42638813,pa,10/01/2022,09/30/2023,79300.0,0.1,7930.0,8000.0,7930.0,,,,False,,,
BOEHRINGER INGELHEIM USA CORP,1003851244.0,137085501.0,42638814,pa,12/01/2022,11/30/2023,28291.26,0.14,3960.7764,8000.0,3960.7764,,,,False,,,
BOOKING HOLDINGS INC.,1005391436.0,135823743.0,42638813,pa,10/01/2022,09/30/2023,163996.9,0.1,16399.69,8000.0,8000.0,,,,False,,,
BORG WARNER INC.,1003850021.0,260174405.0,43060270,pa,12/01/2022,11/30/2023,323476.58,0.26,84103.91080000001,30000.0,30000.0,,,,False,,,
BOSTON SCIENTIFIC,1003854091.0,136250293.0,42638813,pa,03/01/2023,02/29/2024,142969.51,0.1,14296.951000000001,8000.0,8000.0,,,True,True,False,,
BRAND INDUSTRIAL SERVICES INC,1005554994.0,134087747.0,42638813,pa,01/01/2023,12/31/2023,113360.0,0.1,11336.0,8000.0,8000.0,,True,,True,False,,
"BREAD FINANCIAL PAYMENTS, INC.",1004064289.0,260511584.0,42638814,pa,12/01/2022,11/30/2023,95000.0,0.14,13300.000000000002,8000.0,8000.0,,,,False,,,
BRIGHTSPRING HEALTH SERVICES,1005449173.0,132638242.0,42638814,pa,05/12/2022,05/11/2023,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
"BW NHHC HOLDCO,INC.DBA ELARA CARING",1005310613.0,136299213.0,42638814,pa,09/02/2022,09/01/2023,39876.43,0.14,5582.7002,8000.0,5582.7002,,,,False,,,
CABINETWORKS GROUP MICHIGAN LLC,1004007862.0,134061086.0,42638814,pa,12/31/2022,12/30/2023,34611.2,0.14,4845.568,8000.0,4845.568,True,,,False,,,
CADENCE BANK,1005380013.0,137030612.0,42638814,pa,08/19/2022,08/18/2023,40000.0,0.14,5600.000000000001,8000.0,5600.000000000001,,,,False,,,
CANDELA CORP,1005694092.0,136156357.0,42638816,pa,04/04/2022,04/03/2023,35445.0,0.14,4962.3,8000.0,4962.3,,,,False,,,
"CARESTREAM HEALTH, INC.",1003850944.0,135889496.0,42638814,pa,03/05/2023,03/03/2024,42912.0,0.14,6007.68,8000.0,6007.68,,,,True,False,,
"CARMAX ENTERPRISE SERVICES, LLC",1004027262.0,260425929.0,43060271,pa,02/01/2023,01/31/2024,30000.0,0.26,7800.0,30000.0,7800.0,,,True,True,False,,
CARTER LUMBER,1003851476.0,136898775.0,42638814,pa,08/01/2022,07/31/2023,50340.0,0.14,7047.6,8000.0,7047.6,,,,False,,,
CATALINA MARKETING CORPORATION,1005213596.0,136492913.0,42638816,pa,05/18/2022,05/17/2023,25830.0,0.14,3616.2000000000003,8000.0,3616.2000000000003,,,,False,,,
CDM SMITH INC.,1005546253.0,133875402.0,42638814,pa,07/01/2022,06/30/2023,58410.0,0.14,8177.400000000001,8000.0,8000.0,,,,False,,,
CENTENE CORPORATION,1003852455.0,260181389.0,43060270,pa,12/01/2022,11/30/2023,572555.0,0.26,148864.30000000002,30000.0,30000.0,,,,False,,,
"CENTURI CONSTRUCTION GROUP, INC.",1005196073.0,132680242.0,42638814,pa,01/01/2023,12/31/2023,67491.84,0.14,9448.857600000001,8000.0,8000.0,,True,,True,False,,
CERENCE INC,1005597993.0,134655746.0,42638816,pa,05/21/2022,05/20/2023,29276.0,0.14,4098.64,8000.0,4098.64,,,,False,,,
CF INDUSTRIES INC,1004034968.0,133024711.0,42638814,pa,12/19/2022,12/18/2023,98534.84,0.14,13794.877600000002,8000.0,8000.0,True,,,False,,,
CHARLES RIVER LABORATORIES,1003851646.0,260439971.0,43060271,pa,12/01/2022,11/30/2023,59089.68,0.26,15363.3168,30000.0,15363.3168,,,,False,,,
CHEMED CORPORATION,1003850614.0,260208311.0,43060271,pa,12/01/2022,11/30/2023,56718.62,0.26,14746.8412,30000.0,14746.8412,,,,False,,,
"CIGNA CORPORATE SERVICES, LLC",1004871142.0,260429133.0,43060270,pa,12/01/2022,11/30/2023,1055000.0,0.26,274300.0,30000.0,30000.0,,,,False,,,
"CIRCOR INTERNATIONAL, INC.",1003853189.0,131943445.0,42638814,pa,01/01/2023,12/31/2023,47801.89,0.14,6692.2646,8000.0,6692.2646,,True,,True,False,,
CIT GROUP (NJ) LLC.,1003852106.0,260374556.0,43060270,pa,12/01/2022,11/30/2023,510917.0,0.26,132838.42,30000.0,30000.0,,,,False,,,
CLARIVATE,1004952048.0,133331517.0,42638814,pa,09/30/2022,09/29/2023,156832.0,0.14,21956.480000000003,8000.0,8000.0,,,,False,,,
CLEVELAND-CLIFFS INC.,1004345070.0,260101175.0,42638814,pa,12/01/2022,11/30/2023,36470.13,0.14,5105.8182,8000.0,5105.8182,,,,False,,,
CNH AMERICA LLC,1003852110.0,260196299.0,42638813,pa,12/01/2022,11/30/2023,92638.26,0.1,9263.826,8000.0,8000.0,,,,False,,,
CNX RESOURCES CORPORATION,1005219304.0,134636746.0,42638814,pa,05/02/2022,05/01/2023,54912.0,0.14,7687.68,8000.0,7687.68,,,,False,,,
COGNYTE SOFTWARE INC,1005553330.0,134041261.0,42638814,pa,06/01/2022,05/31/2023,33800.0,0.14,4732.0,8000.0,4732.0,,,,False,,,
COLLIBRA INC,1005599218.0,135017787.0,42638816,pa,06/15/2022,06/14/2023,38656.8,0.14,5411.952000000001,8000.0,5411.952000000001,,,,False,,,
COLUMBUS MCKINNON CORPORATION,1003853194.0,136200197.0,42638814,pa,03/01/2023,02/29/2024,42328.0,0.14,5925.920000000001,8000.0,5925.920000000001,,,True,True,False,,
COMMERCIAL METALS COMPANY,1003851251.0,135139295.0,42638814,pa,08/01/2022,07/31/2023,52000.0,0.14,7280.000000000001,8000.0,7280.000000000001,,,,False,,,
"COMMUNITY TRUST BANCORP, INC.",1003853169.0,135895614.0,42638816,pa,01/01/2023,12/31/2023,28600.0,0.14,4004.0000000000005,8000.0,4004.0000000000005,,True,,True,False,,
CONSOLIDATED EDISON CO. OF NY,1003849222.0,260337123.0,43060271,pa,12/01/2022,11/30/2023,123789.12,0.26,32185.1712,30000.0,30000.0,,,,False,,,
"CORELOGIC, INC.",1004003318.0,136897138.0,42638814,pa,07/01/2022,06/30/2023,65440.16,0.14,9161.622400000002,8000.0,8000.0,,,,False,,,
CORONADO GLOBAL RESOURCES INC,1005388691.0,134367332.0,42638814,pa,01/01/2023,12/31/2023,43399.2,0.14,6075.888,8000.0,6075.888,,True,,True,False,,
"COSTAR GROUP, INC.",1005241371.0,134749857.0,42638813,pa,07/02/2022,07/01/2023,59488.0,0.1,5948.8,8000.0,5948.8,,,,False,,,
COX MEDIA GROUP LLC,1005495207.0,133024398.0,42638814,pa,07/07/2022,07/06/2023,38937.6,0.14,5451.264,8000.0,5451.264,,,,False,,,
"CRANE HOLDINGS, CO.",1003851329.0,132004329.0,42638814,pa,12/01/2022,11/30/2023,46272.19,0.14,6478.106600000001,8000.0,6478.106600000001,,,,False,,,
CROSS RIVER BANK,1005662815.0,135914657.0,42638816,pa,12/30/2022,12/29/2023,24377.6,0.14,3412.864,8000.0,3412.864,True,,,False,,,
CROSSAMERICA PARTNERS LP,1005438067.0,132437718.0,42638814,pa,01/01/2023,12/31/2023,50754.08,0.14,7105.571200000001,8000.0,7105.571200000001,,True,,True,False,,
CSW INDUSTRIALS INC,1005574196.0,134353818.0,42638816,pa,02/28/2023,02/27/2024,25193.71,0.14,3527.1194,8000.0,3527.1194,,,True,True,False,,
CUMMINS INC.,1003850081.0,260180343.0,43060271,pa,12/01/2022,11/30/2023,184866.0,0.26,48065.16,30000.0,30000.0,,,,False,,,
"CURIA GLOBAL, INC.",1005491606.0,135382231.0,42638814,pa,09/01/2022,08/31/2023,46800.0,0.14,6552.000000000001,8000.0,6552.000000000001,,,,False,,,
"CYXTERA TECHNOLOGIES, LLC",1005400293.0,260617752.0,42638816,pa,11/04/2022,11/03/2023,43000.0,0.14,6020.000000000001,8000.0,6020.000000000001,,,,False,,,
DASSAULT SYSTEMES AMERICAS CORP,1003874776.0,133150934.0,42638814,pa,12/01/2022,11/30/2023,67367.15,0.14,9431.401,8000.0,8000.0,,,,False,,,
DAVITA INC,1003849710.0,260606717.0,43068051,pa,12/27/2022,11/30/2023,330270.0,0.26,85870.2,30000.0,30000.0,,,,False,,,
DFS CORPORATE SVCS LLC,1003852631.0,135416504.0,42638813,pa,07/22/2022,07/21/2023,83012.8,0.1,8301.28,8000.0,8000.0,,,,False,,,
"DICK'S SPORTING GOODS, INC.",1003851724.0,133321725.0,42638814,pa,09/25/2022,09/24/2023,21091.2,0.14,2952.7680000000005,8000.0,2952.7680000000005,,,,False,,,
DISCORD INC,1005659081.0,135847979.0,42638816,pa,12/13/2022,12/12/2023,24377.6,0.14,3412.864,8000.0,3412.864,True,,,False,,,
"DISNEY FINANCIAL SERVICES CO., LLC",1003849882.0,260364343.0,42939096,pa,11/22/2022,09/30/2023,609613.0,0.26,158499.38,30000.0,30000.0,,,,False,,,
"DNV GL USA, INC.",1004681829.0,136326025.0,42638814,pa,05/04/2022,05/03/2023,12000.0,0.14,1680.0000000000002,8000.0,1680.0000000000002,,,,False,,,
DREW MARINE PARENT LLC,1005399505.0,131810007.0,42638816,pa,11/01/2022,10/31/2023,29544.84,0.14,4136.2776,8000.0,4136.2776,,,,False,,,
DXC TECHNOLOGY SERVICES LLC,1004633265.0,132092491.0,42638815,pa,04/01/2022,03/31/2023,464701.12,0.24,111528.26879999999,30000.0,30000.0,,,,False,,,
DYNATA LLC,1005595101.0,134703365.0,42638814,pa,07/01/2022,06/30/2023,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,False,,,
ELLIOTT COMPANY,1003850037.0,133515440.0,42638813,pa,01/01/2023,12/31/2023,89700.0,0.1,8970.0,8000.0,8000.0,,True,,True,False,,
EMCOR GROUP INC.,1003850452.0,135458463.0,42638814,pa,10/01/2022,09/30/2023,58500.0,0.14,8190.000000000001,8000.0,8000.0,,,,False,,,
EMERGENT BIOSOLUTIONS INC.,1004302229.0,133479617.0,42638814,pa,07/06/2022,07/05/2023,89700.0,0.14,12558.000000000002,8000.0,8000.0,,,,False,,,
"ENTERGY SERVICES, INC.",1004610620.0,260456496.0,43060271,pa,12/01/2022,11/30/2023,182000.0,0.26,47320.0,30000.0,30000.0,,,,False,,,
EQT CORPORATION,1003852155.0,133522885.0,42638814,pa,12/01/2022,11/30/2023,61651.2,0.14,8631.168,8000.0,8000.0,,,,False,,,
EVONIK DEGUSSA CORPORATION,1003851198.0,260663144.0,42638814,pa,12/01/2022,11/30/2023,58537.44,0.14,8195.241600000001,8000.0,8000.0,,,,False,,,
