Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
READING INTL INC,1005628687,135271374,42534897,itc,08/16/2021,08/08/2022,12269.0,1.0,12269.0,N/A,12269.0,,,,False,,False,True
SCOULAR,1005678185,135938477,42534897,itc,06/01/2022,05/31/2023,5590.0,1.0,5590.0,N/A,5590.0,,,,True,True,,
SPX FLOW INC,1004871744,135165494,42534897,itc,07/21/2021,07/20/2022,13498.0,1.0,13498.0,N/A,13498.0,,,,False,,False,True
"STERICYCLE, INC.",1003853766,134336247,42534897,itc,01/01/2022,12/31/2022,12980.0,1.0,12980.0,N/A,12980.0,,,,False,,,
TEXAS INSTRUMENTS INC.,1003850181,135680326,42534897,itc,12/01/2021,11/30/2022,20250.0,1.0,20250.0,N/A,20250.0,,,,False,,False,True
THE NORTHERN TRUST COMPANY,1004105754,135705299,42534897,itc,12/01/2021,11/30/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,False,True
THE TIMKEN COMPANY GNE-12,1003851008,135657694,42534897,itc,07/27/2021,07/26/2022,13200.0,1.0,13200.0,N/A,13200.0,,,,False,,False,True
TOPBUILD CORP,1005652171,135893562,42534897,itc,12/22/2021,12/01/2022,15279.0,1.0,15279.0,N/A,15279.0,,,,False,,False,True
UIPATH,1005716359,136441518,42534897,itc,06/01/2022,05/31/2023,23850.0,1.0,23850.0,N/A,23850.0,,,,True,True,,
"UNIFI MANUFACTURING, INC.",1004879539,130723072,42534897,itc,07/29/2021,07/28/2022,1622.0,1.0,1622.0,N/A,1622.0,,,,False,,False,True
UNIVERSAL CORPORATION,1004943617,134370784,42534897,itc,03/12/2022,03/11/2023,20800.0,1.0,20800.0,N/A,20800.0,,,,False,,,
VIRTUSA CORPORATION,1004733799,130976816,42534897,itc,07/01/2021,06/30/2022,16224.0,1.0,16224.0,N/A,16224.0,,,,False,,False,True
"VMWARE, INC.",1003955591,136059127,42534897,itc,02/01/2022,01/31/2023,22500.0,1.0,22500.0,N/A,22500.0,,,,False,,,
VONTIER BUSINESS SERVICES LLC,1005508545,133948819,42534897,itc,12/07/2021,12/06/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,False,True
W. R. GRACE & CO. - CONN.,1003999446,136781958,42534897,itc,06/23/2022,06/22/2023,18720.0,1.0,18720.0,N/A,18720.0,,,,True,False,,
WATERS CORPORATION,1004007883,132959426,42534897,itc,11/14/2021,11/13/2022,15930.0,1.0,15930.0,N/A,15930.0,,,,False,,False,True
"WEST PHARMACEUTICAL SERVICES, INC.",1003850059,129803000,42534897,itc,04/01/2021,03/31/2022,11681.0,1.0,11681.0,N/A,11681.0,,,,False,,False,True
"WOODWARD, INC",1003851571,135975262,42534897,itc,11/14/2021,11/13/2022,12979.0,1.0,12979.0,N/A,12979.0,,,,False,,False,True
YAHOO INC,1005647667,135459416,42534897,itc,09/30/2021,09/29/2022,22500.0,1.0,22500.0,N/A,22500.0,,,,False,,False,True
ADVANCE FINANCE GROUP LLC,1004634212,131967242,42638816,pa,01/01/2022,12/31/2022,70304.0,0.14,9842.560000000001,8000.0,8000.0,,,,False,,,
ADVANCED DRAINAGE SYSTEMS INC,1005501953,135985573,42638814,pa,08/01/2021,07/31/2022,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,False,,False,True
"ADVANCED MICRO DEVICES, INC.",1003853537,134088047,42638814,pa,01/01/2022,12/31/2022,53438.0,0.14,7481.320000000001,8000.0,7481.320000000001,,,,False,,,
AECOM,1003850080,133321186,42638813,pa,01/01/2022,12/31/2022,168799.0,0.1,16879.9,8000.0,8000.0,,,,False,,,
AEGION CORPORATION,1003850617,134121512,42638814,pa,12/01/2021,11/30/2022,36400.0,0.14,5096.000000000001,8000.0,5096.000000000001,,,,False,,False,True
"AHOLD DELHAIZE AMERICA HOLDING, INC",1003852376,136852922,42638814,pa,06/13/2022,06/12/2023,61950.0,0.14,8673.0,8000.0,8000.0,,,,True,False,,
AIR METHODS CORPORATION,1004065738,131357572,42638814,pa,07/31/2021,07/30/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,False,True
"AIRBNB, INC.",1004953147,131282449,42638814,pa,07/12/2021,07/11/2022,108155.0,0.14,15141.7,8000.0,8000.0,,,,False,,False,True
ALBANY INTERNATIONAL CORP.,1003851889,134020770,42638814,pa,12/01/2021,11/30/2022,83200.0,0.14,11648.000000000002,8000.0,8000.0,,,,False,,False,True
"ALCON VISION, LLC",1005386230,133974296,42638814,pa,12/14/2021,12/13/2022,73800.0,0.14,10332.000000000002,8000.0,8000.0,,,,False,,False,True
AMENTUM GOVT SERVICES HOLDINGS LLC,1005602487,135090615,42638814,pa,09/01/2021,08/31/2022,41250.0,0.14,5775.000000000001,8000.0,5775.000000000001,,,,False,,False,True
AMERICAN EXPRESS CO,1003850056,135724437,42927363,pa,12/01/2021,11/30/2022,148000.0,0.26,38480.0,30000.0,30000.0,,,,False,,False,True
AMERICAN GREETINGS CORPORATION,1003849385,132691668,42638814,pa,04/01/2021,03/31/2022,28808.0,0.14,4033.1200000000003,8000.0,4033.1200000000003,,,,False,,False,True
AMERICAN TOWERS LLC,1003850618,131972684,42638814,pa,12/12/2021,12/11/2022,67367.0,0.14,9431.380000000001,8000.0,8000.0,,,,False,,False,True
AMERICAN WELL CORPORATION,1005707199,136778731,42638816,pa,07/05/2022,07/04/2023,29240.0,0.14,4093.6000000000004,8000.0,4093.6000000000004,,,,False,,True,False
AMERICAN WOODMARK CORPORATION,1003851103,131350406,42638814,pa,10/01/2021,09/30/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,False,True
AMPHENOL CORP,1003850086,132098816,42638813,pa,01/01/2022,12/31/2022,254880.0,0.1,25488.0,8000.0,8000.0,,,,False,,,
"AMUNDI US, INC.",1005391388,131614489,42638814,pa,12/02/2021,12/01/2022,27612.0,0.14,3865.6800000000003,8000.0,3865.6800000000003,,,,False,,False,True
ANALOG DEVICES INC,1004446158,131565434,42638814,pa,09/01/2021,08/31/2022,76275.0,0.14,10678.500000000002,8000.0,8000.0,,,,False,,False,True
APR ENERGY LLC,1005717544,136696611,42638816,pa,06/01/2022,05/31/2023,56300.0,0.14,7882.000000000001,8000.0,7882.000000000001,,,,True,True,,
ARAMARK CORPORATION,1004639915,134239750,42781792,pa,09/01/2021,08/31/2022,207667.0,0.26,53993.42,30000.0,30000.0,,,,False,,False,True
ARAMARK CORPORATION,1004639915,136120156,42927363,pa,09/01/2022,08/31/2023,215974.0,0.26,56153.240000000005,30000.0,30000.0,,,,False,,True,False
"ARDENT LEGACY HOLDINGS, INC.",1003849580,131640681,42638814,pa,12/01/2021,11/30/2022,34239.0,0.14,4793.46,8000.0,4793.46,,,,False,,False,True
"ARISTOCRAT TECHNOLOGIES, INC.",1003849623,133948379,42638816,pa,12/08/2020,01/24/2024,20775.0,0.14,2908.5000000000005,8000.0,2908.5000000000005,,True,,False,,False,True
ARMSTRONG FLOORING INC.,1004944550,131371367,42638814,pa,12/01/2021,11/30/2022,78683.0,0.14,11015.62,8000.0,8000.0,,,,False,,False,True
ARTIVION INC,1005411368,132076805,42638814,pa,12/23/2021,12/22/2022,31366.0,0.14,4391.240000000001,8000.0,4391.240000000001,,,,False,,False,True
ASCEND PERFORMANCE MATERIALS HOLDIN,1004314870,131091433,42638814,pa,06/01/2022,05/31/2023,74663.0,0.14,10452.820000000002,8000.0,8000.0,,,,True,False,,
ASTEC INDUSTRIES INC,1005452297,132709227,42638814,pa,05/23/2022,05/22/2023,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,True,False,,
ASTRAZENECA PHARMACEUTICALS LP,1003853549,132049718,42638813,pa,12/01/2021,11/30/2022,174695.0,0.1,17469.5,8000.0,8000.0,,,,False,,False,True
ASTRONICS CORPORATION,1005392049,133557272,42638816,pa,12/01/2021,11/30/2022,31200.0,0.14,4368.0,8000.0,4368.0,,,,False,,False,True
AT HOME STORES LLC,1005584762,134469212,42638814,pa,04/01/2022,03/31/2023,58682.0,0.14,8215.480000000001,8000.0,8000.0,,,,True,False,,
AT&T,1003851659,133554499,42638814,pa,07/01/2021,06/30/2022,221520.0,0.14,31012.800000000003,8000.0,8000.0,,,,False,,False,True
"AUTODESK, INC.",1003850724,134970171,42939096,pa,12/01/2021,11/30/2022,322400.0,0.26,83824.0,30000.0,30000.0,,,,False,,True,False
AVAGO TECHNOLOGIES U.S. INC,1003994394,134324131,42638813,pa,02/26/2022,02/25/2023,96250.0,0.1,9625.0,8000.0,8000.0,,,,False,,,
AVIENT CORPORATION,1005012575,134662534,42638814,pa,08/01/2021,07/31/2022,55000.0,0.14,7700.000000000001,8000.0,7700.000000000001,,,,False,,False,True
"AXALTA COATING SYSTEMS, LLC",1004579788,135836781,42638813,pa,12/01/2021,11/30/2022,230818.0,0.1,23081.800000000003,8000.0,8000.0,,,,False,,False,True
"AZENTA, INC",1003853820,134344270,42781792,pa,10/01/2021,09/30/2022,37700.0,0.26,9802.0,30000.0,9802.0,,,,False,,False,True
"AZENTA, INC",1003853820,132084605,42638816,pa,10/01/2021,09/30/2022,42500.0,0.14,5950.000000000001,8000.0,5950.000000000001,,,,False,,False,True
AZZ INC,1005524049,133410163,42638814,pa,10/01/2021,09/30/2022,52614.0,0.14,7365.960000000001,8000.0,7365.960000000001,,,,False,,False,True
BANK OF NEW YORK MELLON CORP,1003953112,135383739,42638813,pa,09/09/2021,09/08/2022,130000.0,0.1,13000.0,8000.0,8000.0,,,,False,,False,True
BASF CORPORATION,1003849470,134427330,42638814,pa,12/01/2021,11/30/2022,56160.0,0.14,7862.400000000001,8000.0,7862.400000000001,,,,False,,False,True
"BAUSCH HEALTH US, LLC.",1003849589,135884217,42638813,pa,12/03/2021,12/02/2022,72000.0,0.1,7200.0,8000.0,7200.0,,,,False,,False,True
BAXTER HEALTHCARE CORPORATION,1004316615,132414011,42638814,pa,04/01/2021,03/31/2022,150000.0,0.14,21000.000000000004,8000.0,8000.0,,,,False,,False,True
BEST BUY PURCHASING LLC,1003994401,134972853,42927363,pa,12/01/2021,01/31/2023,263893.0,0.26,68612.18000000001,30000.0,30000.0,,,,False,,False,True
BIO-RAD LABORATORIES INC,1003851778,133015115,42638814,pa,07/02/2021,07/01/2022,58500.0,0.14,8190.000000000001,8000.0,8000.0,,,,False,,False,True
"BJ'S WHOLESALE CLUB, INC.",1004991539,131480126,42638814,pa,01/01/2022,12/31/2022,60746.0,0.14,8504.44,8000.0,8000.0,,,,False,,,
BLACK & VEATCH CORPORATION,1003850198,133087510,42638814,pa,12/28/2021,12/27/2022,24294.0,0.14,3401.1600000000003,8000.0,3401.1600000000003,,,,False,,False,True
BLACKLINE SYSTEMS INC,1005593165,135085867,42638816,pa,05/07/2022,05/06/2023,28348.0,0.14,3968.7200000000003,8000.0,3968.7200000000003,,,,True,False,,
"BLOCK, INC.",1004617816,135175787,42638813,pa,10/01/2021,09/30/2022,76250.0,0.1,7625.0,8000.0,7625.0,,,,False,,False,True
BOEHRINGER INGELHEIM USA CORP,1003851244,131806254,42638814,pa,12/01/2021,11/30/2022,25955.0,0.14,3633.7000000000003,8000.0,3633.7000000000003,,,,False,,False,True
BOOKING HOLDINGS INC.,1005391436,131621717,42638813,pa,10/01/2021,09/30/2022,178268.0,0.1,17826.8,8000.0,8000.0,,,,False,,False,True
BORG WARNER INC.,1003850021,134969608,42927361,pa,12/01/2021,11/30/2022,311035.0,0.26,80869.1,30000.0,30000.0,,,,False,,False,True
BOSTON SCIENTIFIC,1003854091,136250293,42638813,pa,03/01/2022,02/28/2023,137471.0,0.1,13747.1,8000.0,8000.0,,,,False,,,
BRAND INDUSTRIAL SERVICES INC,1005554994,134087747,42638813,pa,01/01/2022,12/31/2022,109000.0,0.1,10900.0,8000.0,8000.0,,,,False,,,
"BREAD FINANCIAL PAYMENTS, INC.",1004064289,131364541,42638814,pa,12/01/2021,11/30/2022,103379.0,0.14,14473.060000000001,8000.0,8000.0,,,,False,,False,True
BRIGHTSPRING HEALTH SERVICES,1005449173,132638242,42638814,pa,05/12/2022,05/11/2023,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,True,False,,
"BW NHHC HOLDCO,INC.DBA ELARA CARING",1005310613,130769557,42638814,pa,09/02/2021,09/01/2022,38343.0,0.14,5368.02,8000.0,5368.02,,,,False,,False,True
CABINETWORKS GROUP MICHIGAN LLC,1004007862,134061086,42638814,pa,12/31/2021,12/30/2022,33280.0,0.14,4659.200000000001,8000.0,4659.200000000001,,,,False,,False,True
CADENCE BANK,1005380013,137030612,42638814,pa,08/19/2022,08/18/2023,40000.0,0.14,5600.000000000001,8000.0,5600.000000000001,,,,False,,True,False
CANDELA CORP,1005694092,136156357,42638816,pa,04/04/2022,04/03/2023,35445.0,0.14,4962.3,8000.0,4962.3,,,,True,True,,
"CARESTREAM HEALTH, INC.",1003850944,135889496,42638814,pa,03/05/2022,03/04/2023,40105.0,0.14,5614.700000000001,8000.0,5614.700000000001,,,,False,,,
CARGURUS LLC,1005323689,131270556,42638816,pa,01/01/2022,12/31/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
"CARMAX ENTERPRISE SERVICES, LLC",1004027262,132137066,42638815,pa,03/01/2022,02/28/2023,30000.0,0.24,7200.0,30000.0,7200.0,,,,False,,,
"CARMAX ENTERPRISE SERVICES, LLC",1004027262,135113378,42927363,pa,02/01/2022,01/31/2023,30000.0,0.26,7800.0,30000.0,7800.0,,,,False,,,
CARTER LUMBER,1003851476,131352010,42638814,pa,08/01/2021,07/31/2022,47050.0,0.14,6587.000000000001,8000.0,6587.000000000001,,,,False,,False,True
CATALINA MARKETING CORPORATION,1005213596,136492913,42638816,pa,05/18/2022,05/17/2023,25830.0,0.14,3616.2000000000003,8000.0,3616.2000000000003,,,,True,True,,
"CDK GLOBAL, LLC",1004869900,134465361,42638814,pa,04/01/2021,03/31/2022,61422.0,0.14,8599.08,8000.0,8000.0,,,,False,,False,True
CDM SMITH INC.,1005546253,133875402,42638814,pa,07/01/2022,06/30/2023,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,False,,False,True
CENTENE CORPORATION,1003852455,135013578,42927361,pa,12/01/2021,11/30/2022,550534.0,0.26,143138.84,30000.0,30000.0,,,,False,,False,True
"CENTURI CONSTRUCTION GROUP, INC.",1005196073,132680242,42638814,pa,01/01/2022,12/31/2022,64896.0,0.14,9085.44,8000.0,8000.0,,,,False,,,
CERENCE INC,1005597993,134655746,42638816,pa,05/21/2022,05/20/2023,29276.0,0.14,4098.64,8000.0,4098.64,,,,True,False,,
CF INDUSTRIES INC,1004034968,133024711,42638814,pa,12/19/2021,12/18/2022,94745.0,0.14,13264.300000000001,8000.0,8000.0,,,,False,,False,True
CHARLES RIVER LABORATORIES,1003851646,134970986,42927363,pa,12/01/2021,11/30/2022,55224.0,0.26,14358.24,30000.0,14358.24,,,,False,,False,True
CHEMED CORPORATION,1003850614,134970055,42927363,pa,12/01/2021,11/30/2022,51562.0,0.26,13406.12,30000.0,13406.12,,,,False,,False,True
"CIGNA CORPORATE SERVICES, LLC",1004871142,136079616,42927361,pa,12/01/2021,11/30/2022,865280.0,0.26,224972.80000000002,30000.0,30000.0,,,,False,,False,True
"CIRCOR INTERNATIONAL, INC.",1003853189,131943445,42638814,pa,01/01/2022,12/31/2022,44179.0,0.14,6185.06,8000.0,6185.06,,,,False,,,
CIT GROUP (NJ) LLC.,1003852106,135014008,42927361,pa,12/01/2021,11/30/2022,474926.0,0.26,123480.76000000001,30000.0,30000.0,,,,False,,False,True
CLARIVATE,1004952048,133331517,42638814,pa,09/30/2021,09/29/2022,150800.0,0.14,21112.000000000004,8000.0,8000.0,,,,False,,False,True
CLEVELAND-CLIFFS INC.,1004345070,131875773,42638814,pa,11/01/2021,10/31/2022,35067.0,0.14,4909.38,8000.0,4909.38,,,,False,,False,True
CNH AMERICA LLC,1003852110,131948393,42638813,pa,12/01/2021,11/30/2022,84217.0,0.1,8421.7,8000.0,8000.0,,,,False,,False,True
CNX RESOURCES CORPORATION,1005219304,134636746,42638814,pa,05/02/2022,05/01/2023,54912.0,0.14,7687.68,8000.0,7687.68,,,,True,False,,
COGNYTE SOFTWARE INC,1005553330,134041261,42638814,pa,06/01/2021,05/31/2022,32500.0,0.14,4550.0,8000.0,4550.0,,,,False,,False,True
COLLIBRA INC,1005599218,135017787,42638816,pa,06/15/2022,06/14/2023,38657.0,0.14,5411.9800000000005,8000.0,5411.9800000000005,,,,True,False,,
COLUMBUS MCKINNON CORPORATION,1003853194,136200197,42638814,pa,03/01/2022,02/28/2023,40700.0,0.14,5698.000000000001,8000.0,5698.000000000001,,,,False,,,
COMMERCIAL METALS COMPANY,1003851251,135139295,42638814,pa,08/01/2021,07/31/2022,50000.0,0.14,7000.000000000001,8000.0,7000.000000000001,,,,False,,False,True
"COMMSCOPE, INC. OF NORTH CAROLINA",1003852810,131645185,42638813,pa,12/01/2021,11/30/2022,56328.0,0.1,5632.8,8000.0,5632.8,,,,False,,False,True
"COMMUNITY TRUST BANCORP, INC.",1003853169,135895614,42638816,pa,01/01/2022,12/31/2022,20625.0,0.14,2887.5000000000005,8000.0,2887.5000000000005,,,,False,,,
CONSOLIDATED EDISON CO. OF NY,1003849222,134967653,42927363,pa,12/01/2021,11/30/2022,113568.0,0.26,29527.68,30000.0,29527.68,,,,False,,False,True
"CORELOGIC, INC.",1004003318,131886874,42638814,pa,07/01/2021,06/30/2022,62324.0,0.14,8725.36,8000.0,8000.0,,,,False,,False,True
CORONADO GLOBAL RESOURCES INC,1005388691,134367332,42638814,pa,01/01/2022,12/31/2022,40560.0,0.14,5678.400000000001,8000.0,5678.400000000001,,,,False,,,
"COSTAR GROUP, INC.",1005241371,134749857,42638813,pa,07/02/2021,07/01/2022,57200.0,0.1,5720.0,8000.0,5720.0,,,,False,,False,True
COX MEDIA GROUP LLC,1005495207,133024398,42638814,pa,07/07/2021,07/06/2022,37440.0,0.14,5241.6,8000.0,5241.6,,,,False,,False,True
"CRA INTERNATIONAL, INC.",1003850266,131394568,42638816,pa,01/01/2022,12/31/2022,46683.0,0.14,6535.620000000001,8000.0,6535.620000000001,,,,False,,,
CRANE CO.,1003851329,132004329,42638814,pa,12/01/2021,11/30/2022,44069.0,0.14,6169.660000000001,8000.0,6169.660000000001,,,,False,,False,True
CROSS RIVER BANK,1005662815,135914657,42638816,pa,12/30/2021,12/29/2022,23440.0,0.14,3281.6000000000004,8000.0,3281.6000000000004,,,,False,,False,True
CROSSAMERICA PARTNERS LP,1005438067,132437718,42638814,pa,01/01/2022,12/31/2022,48802.0,0.14,6832.280000000001,8000.0,6832.280000000001,,,,False,,,
"CSC HOLDINGS, LLC",1003850055,132078094,42638816,pa,01/01/2022,12/31/2022,67373.0,0.14,9432.220000000001,8000.0,8000.0,,,,False,,,
CSW INDUSTRIALS INC,1005574196,134353818,42638816,pa,02/28/2022,02/27/2023,24225.0,0.14,3391.5000000000005,8000.0,3391.5000000000005,,,,False,,,
CUMMINS INC.,1003850081,135787847,42927363,pa,12/01/2021,11/30/2022,184866.0,0.26,48065.16,30000.0,30000.0,,,,False,,False,True
"CURIA GLOBAL, INC.",1005491606,135382231,42638814,pa,09/01/2021,08/31/2022,39000.0,0.14,5460.000000000001,8000.0,5460.000000000001,,,,False,,False,True
CYXTERA TECH INC,1005400293,131853224,42638816,pa,11/04/2021,11/03/2022,41101.0,0.14,5754.14,8000.0,5754.14,,,,False,,False,True
DASSAULT SYSTEMES AMERICAS CORP,1003874776,133150934,42638814,pa,12/01/2021,11/30/2022,65405.0,0.14,9156.7,8000.0,8000.0,,,,False,,False,True
