Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
"BDO USA, LLP",1004286492,135516171,42533743,itc,11/01/2021,12/31/2022,75026.82,1.0,75026.82,N/A,75026.82,,,,False,,,
"BENCHMARK ELECTRONICS, INC.",1004677283,130777049,42534897,itc,05/01/2021,04/30/2022,12979.2,1.0,12979.2,N/A,12979.2,,,,False,,,
BOURNS INC,1005665004,135800621,42534897,itc,12/01/2021,11/30/2022,22500.0,1.0,22500.0,N/A,22500.0,,,,False,,,
BROWN-FORMAN CORPORATION,1004707127,134734314,42534897,itc,08/01/2021,07/31/2022,13498.37,1.0,13498.37,N/A,13498.37,,,,False,,,
CABOT MICRO ELECTRONICS CORP,1003851003,133875800,42534897,itc,12/01/2021,11/30/2022,19116.0,1.0,19116.0,N/A,19116.0,,,,False,,,
CGI TECHNOLOGIES AND SOLUTIONS INC.,1004934339,135374131,42534897,itc,09/07/2021,09/06/2022,13100.0,1.0,13100.0,N/A,13100.0,,,,False,,,
"CIGNA CORPORATE SERVICES, LLC",1004871142,132242843,42534897,itc,02/20/2022,02/19/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
COOPER TIRE & RUBBER COMPANY,1003854023,129310044,42534897,itc,12/01/2021,11/30/2022,14038.3,1.0,14038.3,N/A,14038.3,,,,False,,,
CORTEVA AGRISCIENCE,1004976002,135001361,42534897,itc,12/01/2021,11/30/2022,12535.78,1.0,12535.78,N/A,12535.78,,,,False,,,
DANIEL J EDELMAN INC.,1003851856,130963558,42534897,itc,06/01/2021,05/31/2022,13498.16,1.0,13498.16,N/A,13498.16,,,,False,,,
DASSAULT SYSTEMES AMERICAS CORP,1003874776,133150935,42534897,itc,12/01/2021,11/30/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
DAYCO PRODUCTS LLC,1004864858,135637342,42534897,itc,03/01/2022,02/28/2023,17305.6,1.0,17305.6,N/A,17305.6,,,,True,False,,
DENTSPLY SIRONA,1003849455,136174100,42534897,itc,03/03/2022,06/30/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
DUN & BRADSTREET,1003851886,135743538,42534897,itc,02/01/2022,01/31/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
"DUPONT SPECIALTY PRODUCTS USA, LLC",1004976003,136138312,42534897,itc,12/24/2021,11/30/2022,12398.95,1.0,12398.95,N/A,12398.95,,,,False,,True,False
EMERGENT BIOSOLUTIONS INC.,1004302229,133887039,42534897,itc,07/06/2021,07/05/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
EPIC GAMES INC,1005606651,135257973,42534897,itc,08/10/2021,08/09/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,,
EXTREME NETWORKS INC,1005392292,131906162,42534897,itc,10/01/2021,09/30/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
EXTREME NETWORKS INC,1005392292,131633945,42534897,itc,10/01/2021,09/30/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
EY CIP SANDBOX - EUROPE,1005554620,134043089,42533743,itc,12/29/2021,12/28/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
FAURECIA USA HOLDINGS INC.,1003850150,135430282,42533744,itc,12/01/2021,11/30/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
FLORIDA CRYSTALS CORPORATION,1005038044,132303429,42534897,itc,03/02/2022,03/01/2023,16224.0,1.0,16224.0,N/A,16224.0,,,,True,False,,
FREEPORT-MCMORAN INC,1003851874,134495902,42534897,itc,07/15/2021,07/14/2022,5000.0,1.0,5000.0,N/A,5000.0,,,,False,,,
GRANT THORNTON LLP,1003852200,135236408,42534897,itc,08/01/2021,07/31/2022,97335.0,1.0,97335.0,N/A,97335.0,,,,False,,,
HCC INSURANCE HOLDINGS,1003852209,134649915,42534897,itc,05/19/2021,05/18/2022,10000.0,1.0,10000.0,N/A,10000.0,,,,False,,,
HEXION INC.,1004841470,135888340,42534897,itc,12/22/2021,12/21/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,,
INSOURCE TEST-PARENT 535M,1003855746,134170248,42534897,itc,01/25/2022,01/24/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
"INTERFACE, INC",1003851115,135734658,42534897,itc,11/29/2021,11/28/2022,22500.0,1.0,22500.0,N/A,22500.0,,,,False,,,
INTERNAL - NAIMA SIMS PS TEST,1005430597,132315994,42534897,itc,03/09/2022,03/08/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
INTERNAL - NAIMA SIMS PS TEST,1005430597,132315995,42533743,itc,03/09/2022,03/08/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
IROBOT CORPORATION,1003854846,136033200,42534897,itc,09/01/2021,08/31/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,True,False
KEURIG DR PEPPER INC,1003849667,135644603,42534897,itc,01/01/2022,12/31/2022,19125.0,1.0,19125.0,N/A,19125.0,,,,True,True,,
"LEXMARK INTERNATIONAL, INC.",1003850429,130217119,42534897,itc,01/01/2022,12/31/2022,13783.91,1.0,13783.91,N/A,13783.91,,,,True,False,,
"MAPLE MOUNTAIN GROUP,INC.",1003852771,135435514,42534897,itc,01/01/2022,12/31/2022,20250.0,1.0,20250.0,N/A,20250.0,,,,True,True,,
MASCO CORPORATION,1004073194,135584073,42534897,itc,12/01/2021,11/30/2022,15000.0,1.0,15000.0,N/A,15000.0,,,,False,,,
MCDONALD'S CORPORATION,1003850032,136300775,42534897,itc,01/18/2022,01/17/2023,18813.19,1.0,18813.19,N/A,18813.19,,,,True,False,,
"METTLER-TOLEDO INTERNATIONAL, INC.",1003850783,135722355,42534897,itc,11/17/2021,11/17/2022,13498.0,1.0,13498.0,N/A,13498.0,,,,False,,,
"MINERALS TECHNOLOGIES, INC.",1003849525,135729501,42534897,itc,11/13/2021,11/13/2022,13628.16,1.0,13628.16,N/A,13628.16,,,,False,,,
NEWMARKET SERVICES CORPORATION,1003850773,130042375,42534897,itc,07/01/2021,06/30/2022,13498.37,1.0,13498.37,N/A,13498.37,,,,False,,,
"NEWPARK RESOURCES, INC.",1003850811,129881654,42534897,itc,01/01/2022,12/31/2022,13783.91,1.0,13783.91,N/A,13783.91,,,,True,False,,
"NUANCE COMMUNICATIONS, INC.",1003852322,135386248,42534897,itc,10/01/2021,09/30/2022,11033.36,1.0,11033.36,N/A,11033.36,,,,False,,,
PARKER HANNIFIN CORP,1005412624,132092915,42534897,itc,07/01/2021,06/30/2022,24398.4,1.0,24398.4,N/A,24398.4,,,,False,,,
"PLASTIPAK PACKAGING, INC.",1004628426,134034198,42534897,itc,12/31/2021,12/30/2022,14560.0,1.0,14560.0,N/A,14560.0,,,,False,,,
"PRA GROUP, INC.",1004029651,135458967,42534897,itc,09/30/2021,09/29/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,,
PWC UK CIP SANDBOX,1005589299,134503136,42533743,itc,04/15/2021,04/14/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
QUALCOMM INCORPORATED,1003850981,135893089,42534897,itc,12/31/2021,07/31/2022,25373.13,1.0,25373.13,N/A,25373.13,,,,False,,,
QUANEX BUILDING PRODUCTS,1003852350,135321429,42534897,itc,09/21/2021,10/31/2022,13075.35,1.0,13075.35,N/A,13075.35,,,,False,,,
RALPH LAUREN CORPORATION,1003849995,131420995,42534897,itc,08/16/2021,08/15/2022,13368.58,1.0,13368.58,N/A,13368.58,,,,False,,,
READING INTL INC,1005628687,135271374,42534897,itc,08/16/2021,08/08/2022,12268.91,1.0,12268.91,N/A,12268.91,,,,False,,,
RSM US SANDBOX (RESERVE 2),1005600044,134649738,42533743,itc,05/24/2021,05/23/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
RSM US SANDBOX (RESERVE 3),1005600046,134649788,42533743,itc,05/24/2021,05/23/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
SPX FLOW INC,1004871744,135165494,42534897,itc,07/21/2021,07/20/2022,13498.16,1.0,13498.16,N/A,13498.16,,,,False,,,
"STERICYCLE, INC.",1003853766,134336247,42534897,itc,01/01/2022,12/31/2022,12980.0,1.0,12980.0,N/A,12980.0,,,,True,False,,
TECH MAHINDRA,1004999276,131197720,42534897,itc,03/11/2022,03/10/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
TENNECO INC,1004748926,136070490,42534897,itc,03/12/2022,03/11/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
TEXAS INSTRUMENTS INC.,1003850181,135680326,42534897,itc,12/01/2021,11/30/2022,20250.0,1.0,20250.0,N/A,20250.0,,,,False,,,
THE NORTHERN TRUST COMPANY,1004105754,135705299,42534897,itc,12/01/2021,11/30/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,,
THE TIMKEN COMPANY GNE-12,1003851008,135657694,42534897,itc,07/27/2021,07/26/2022,13200.0,1.0,13200.0,N/A,13200.0,,,,False,,,
TOPBUILD CORP,1005652171,135893562,42534897,itc,12/22/2021,12/01/2022,15279.07,1.0,15279.07,N/A,15279.07,,,,False,,,
"UNIFI MANUFACTURING, INC.",1004879539,130723072,42534897,itc,07/29/2021,07/28/2022,1622.4,1.0,1622.4,N/A,1622.4,,,,False,,,
UNIVERSAL CORPORATION,1004943617,134370784,42534897,itc,03/12/2022,03/11/2023,20800.0,1.0,20800.0,N/A,20800.0,,,,True,False,,
VIRTUSA CORPORATION,1004733799,130976816,42534897,itc,07/01/2021,06/30/2022,16224.0,1.0,16224.0,N/A,16224.0,,,,False,,,
"VMWARE, INC.",1003955591,136059127,42534897,itc,02/01/2022,01/31/2023,22500.0,1.0,22500.0,N/A,22500.0,,,,True,True,,
VONTIER BUSINESS SERVICES LLC,1005508545,133948819,42534897,itc,12/07/2021,12/06/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,,
W. R. GRACE & CO. - CONN.,1003999446,135048637,42534897,itc,06/23/2021,06/22/2022,18000.0,1.0,18000.0,N/A,18000.0,,,,False,,,
WALMART INC,1003851453,136169017,42534897,itc,02/01/2022,01/31/2023,0.0,1.0,0.0,N/A,0.0,,,,False,,,
WATERS CORPORATION,1004007883,132959426,42534897,itc,11/14/2021,11/13/2022,15930.0,1.0,15930.0,N/A,15930.0,,,,False,,,
"WEST PHARMACEUTICAL SERVICES, INC.",1003850059,129803000,42534897,itc,04/01/2021,03/31/2022,11681.28,1.0,11681.28,N/A,11681.28,,,,False,,,
WINNEBAGO INDUSTRIES INC,1005671909,135887359,42534897,itc,12/24/2021,12/23/2022,0.0,1.0,0.0,N/A,0.0,,,,False,,,
"WOODWARD, INC",1003851571,135975262,42534897,itc,11/14/2021,11/13/2022,12979.2,1.0,12979.2,N/A,12979.2,,,,False,,True,False
YAHOO INC,1005647667,135459416,42534897,itc,09/30/2021,09/29/2022,22500.0,1.0,22500.0,N/A,22500.0,,,,False,,,
ADVANCE FINANCE GROUP LLC,1004634212,131967242,42638816,pa,01/01/2022,12/31/2022,70304.0,0.14,9842.560000000001,8000.0,8000.0,,,,True,False,,
ADVANCED DRAINAGE SYSTEMS INC,1005501953,135985573,42638814,pa,08/01/2021,07/31/2022,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,False,,True,False
"ADVANCED MICRO DEVICES, INC.",1003853537,134088047,42638814,pa,04/01/2021,03/31/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
"ADVANCED MICRO DEVICES, INC.",1003853537,134088047,42638814,pa,01/01/2022,12/31/2022,53437.5,0.14,7481.250000000001,8000.0,7481.250000000001,,,,True,False,,
AECOM,1003850080,133321186,42638813,pa,01/01/2022,12/31/2022,168798.82,0.1,16879.882,8000.0,8000.0,,,,True,False,,
AEGION CORPORATION,1003850617,134121512,42638814,pa,12/01/2021,11/30/2022,36400.0,0.14,5096.000000000001,8000.0,5096.000000000001,,,,False,,,
"AHOLD DELHAIZE AMERICA HOLDING, INC",1003852376,135050320,42638814,pa,06/13/2021,06/12/2022,59000.0,0.14,8260.0,8000.0,8000.0,,,,False,,,
AIR METHODS CORPORATION,1004065738,131357572,42638814,pa,07/31/2021,07/30/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
"AIRBNB, INC.",1004953147,131282449,42638814,pa,07/12/2021,07/11/2022,108154.59,0.14,15141.642600000001,8000.0,8000.0,,,,False,,,
ALBANY INTERNATIONAL CORP.,1003851889,134020770,42638814,pa,12/01/2021,11/30/2022,83200.0,0.14,11648.000000000002,8000.0,8000.0,,,,False,,,
"ALCON VISION, LLC",1005386230,133974296,42638814,pa,12/14/2021,12/13/2022,73800.0,0.14,10332.000000000002,8000.0,8000.0,,,,False,,,
AMENTUM GOVT SERVICES HOLDINGS LLC,1005602487,135090615,42638814,pa,09/01/2021,08/31/2022,41250.0,0.14,5775.000000000001,8000.0,5775.000000000001,,,,False,,,
AMERICAN EXPRESS CO,1003850056,135724437,42927363,pa,12/01/2021,11/30/2022,148000.0,0.26,38480.0,30000.0,30000.0,,,,False,,,
AMERICAN GREETINGS CORPORATION,1003849385,132691668,42638814,pa,04/01/2021,03/31/2022,28808.0,0.14,4033.1200000000003,8000.0,4033.1200000000003,,,,False,,,
AMERICAN TOWERS LLC,1003850618,131972684,42638814,pa,12/12/2021,12/11/2022,67366.65,0.14,9431.331,8000.0,8000.0,,,,False,,,
AMERICAN WOODMARK CORPORATION,1003851103,131350406,42638814,pa,10/01/2021,09/30/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
AMPHENOL CORP,1003850086,132098816,42638813,pa,01/01/2022,12/31/2022,254880.0,0.1,25488.0,8000.0,8000.0,,,,True,False,,
"AMUNDI US, INC.",1005391388,131614489,42638814,pa,12/02/2021,12/01/2022,27612.0,0.14,3865.6800000000003,8000.0,3865.6800000000003,,,,False,,,
ANALOG DEVICES INC,1004446158,131565434,42638814,pa,09/01/2021,08/31/2022,76275.0,0.14,10678.500000000002,8000.0,8000.0,,,,False,,,
ARAMARK CORPORATION,1004639915,134239750,42781792,pa,09/01/2021,08/31/2022,207667.2,0.26,53993.472,30000.0,30000.0,,,,False,,,
"ARDENT LEGACY HOLDINGS, INC.",1003849580,131640681,42638814,pa,12/01/2021,11/30/2022,34238.88,0.14,4793.4432,8000.0,4793.4432,,,,False,,,
"ARISTOCRAT TECHNOLOGIES, INC.",1003849623,133948379,42638816,pa,12/08/2020,01/24/2024,20774.96,0.14,2908.4944,8000.0,2908.4944,,,,False,,,
ARMSTRONG FLOORING INC.,1004944550,131371367,42638814,pa,12/01/2021,11/30/2022,78683.16,0.14,11015.6424,8000.0,8000.0,,,,False,,,
ARTIVION INC,1005411368,132076805,42638814,pa,12/23/2021,12/22/2022,31366.4,0.14,4391.296,8000.0,4391.296,,,,False,,,
ASCEND PERFORMANCE MATERIALS HOLDIN,1004314870,131091433,42638814,pa,06/01/2021,05/31/2022,70304.0,0.14,9842.560000000001,8000.0,8000.0,,,,False,,,
ASTEC INDUSTRIES INC,1005452297,132709227,42638814,pa,05/23/2021,05/22/2022,46800.0,0.14,6552.000000000001,8000.0,6552.000000000001,,,,False,,,
ASTRAZENECA PHARMACEUTICALS LP,1003853549,132049718,42638813,pa,12/01/2021,11/30/2022,174694.5,0.1,17469.45,8000.0,8000.0,,,,False,,,
ASTRONICS CORPORATION,1005392049,133557272,42638816,pa,12/01/2021,11/30/2022,31200.0,0.14,4368.0,8000.0,4368.0,,,,False,,,
AT HOME STORES LLC,1005584762,134469212,42638814,pa,04/01/2021,03/31/2022,56425.0,0.14,7899.500000000001,8000.0,7899.500000000001,,,,False,,,
AT&T,1003851659,133554499,42638814,pa,07/01/2021,06/30/2022,221520.0,0.14,31012.800000000003,8000.0,8000.0,,,,False,,,
AVAGO TECHNOLOGIES U.S. INC,1003994394,134324131,42638813,pa,02/26/2022,02/25/2023,96250.0,0.1,9625.0,8000.0,8000.0,,,,True,False,,
AVIENT CORPORATION,1005012575,134662534,42638814,pa,08/01/2021,07/31/2022,55000.0,0.14,7700.000000000001,8000.0,7700.000000000001,,,,False,,,
"AXALTA COATING SYSTEMS, LLC",1004579788,135836781,42638813,pa,12/01/2021,11/30/2022,230817.6,0.1,23081.760000000002,8000.0,8000.0,,,,False,,,
"AZENTA, INC",1003853820,132084605,42638816,pa,10/01/2021,09/30/2022,42500.0,0.14,5950.000000000001,8000.0,5950.000000000001,,,,False,,,
"AZENTA, INC",1003853820,134344270,42781792,pa,10/01/2021,09/30/2022,37700.0,0.26,9802.0,30000.0,9802.0,,,,False,,,
AZZ INC,1005524049,133410163,42638814,pa,10/01/2021,09/30/2022,52614.0,0.14,7365.960000000001,8000.0,7365.960000000001,,,,False,,,
BANK OF NEW YORK MELLON CORP,1003953112,135383739,42638813,pa,09/09/2021,09/08/2022,130000.0,0.1,13000.0,8000.0,8000.0,,,,False,,,
BASF CORPORATION,1003849470,134427330,42638814,pa,12/01/2021,11/30/2022,56160.0,0.14,7862.400000000001,8000.0,7862.400000000001,,,,False,,,
"BAUSCH HEALTH US, LLC.",1003849589,135884217,42638813,pa,12/03/2021,12/02/2022,72000.0,0.1,7200.0,8000.0,7200.0,,,,False,,,
BAXTER HEALTHCARE CORPORATION,1004316615,132414011,42638814,pa,04/01/2021,03/31/2022,150000.0,0.14,21000.000000000004,8000.0,8000.0,,,,False,,,
BEST BUY PURCHASING LLC,1003994401,134972853,42927363,pa,12/01/2021,01/31/2023,263893.0,0.26,68612.18000000001,30000.0,30000.0,,,,False,,,
BEST BUY PURCHASING LLC,1003994401,131604578,42638814,pa,12/01/2021,11/30/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
BIO-RAD LABORATORIES INC,1003851778,133015115,42638814,pa,07/02/2021,07/01/2022,58500.0,0.14,8190.000000000001,8000.0,8000.0,,,,False,,,
"BJ'S WHOLESALE CLUB, INC.",1004991539,131480126,42638814,pa,01/01/2022,12/31/2022,60746.4,0.14,8504.496000000001,8000.0,8000.0,,,,True,False,,
BLACK & VEATCH CORPORATION,1003850198,133087510,42638814,pa,12/28/2021,12/27/2022,24294.4,0.14,3401.2160000000003,8000.0,3401.2160000000003,,,,False,,,
BLACKLINE SYSTEMS INC,1005593165,135085867,42638816,pa,06/30/2021,05/06/2022,32094.1,0.14,4493.174,8000.0,4493.174,,,,False,,,
"BLOCK, INC.",1004617816,135175787,42638813,pa,10/01/2021,09/30/2022,76250.0,0.1,7625.0,8000.0,7625.0,,,,False,,,
BOEHRINGER INGELHEIM USA CORP,1003851244,131806254,42638814,pa,12/01/2021,11/30/2022,25955.28,0.14,3633.7392,8000.0,3633.7392,,,,False,,,
BOOKING HOLDINGS INC.,1005391436,131621717,42638813,pa,10/01/2021,09/30/2022,153268.13,0.1,15326.813000000002,8000.0,8000.0,,,,False,,,
BOOKING HOLDINGS INC.,1005391436,135823743,42638813,pa,12/13/2021,12/12/2022,25000.0,0.1,2500.0,8000.0,2500.0,,,,False,,,
BORG WARNER INC.,1003850021,134969608,42927361,pa,12/01/2021,11/30/2022,311035.17,0.26,80869.1442,30000.0,30000.0,,,,False,,,
BOSTON SCIENTIFIC,1003854091,136250293,42638813,pa,03/01/2022,02/28/2023,137470.68,0.1,13747.068,8000.0,8000.0,,,,True,False,,
BRAND INDUSTRIAL SERVICES INC,1005554994,134087747,42638813,pa,01/01/2022,12/31/2022,109000.0,0.1,10900.0,8000.0,8000.0,,,,True,False,,
"BREAD FINANCIAL PAYMENTS, INC.",1004064289,131364541,42638814,pa,12/01/2021,11/30/2022,103379.33,0.14,14473.106200000002,8000.0,8000.0,,,,False,,,
"BW NHHC HOLDCO,INC.DBA ELARA CARING",1005310613,130769557,42638814,pa,09/02/2021,09/01/2022,38342.72,0.14,5367.9808,8000.0,5367.9808,,,,False,,,
CABINETWORKS GROUP MICHIGAN LLC,1004007862,134061086,42638814,pa,12/31/2021,12/30/2022,33280.0,0.14,4659.200000000001,8000.0,4659.200000000001,,,,False,,,
"CARESTREAM HEALTH, INC.",1003850944,135889496,42638814,pa,03/05/2022,03/04/2023,40104.61,0.14,5614.6454,8000.0,5614.6454,,,,True,False,,
CARGURUS LLC,1005323689,131270556,42638816,pa,01/01/2022,12/31/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,True,False,,
"CARMAX ENTERPRISE SERVICES, LLC",1004027262,135113378,42927363,pa,02/01/2022,01/31/2023,30000.0,0.26,7800.0,30000.0,7800.0,,,,True,True,,
"CARMAX ENTERPRISE SERVICES, LLC",1004027262,132137066,42638815,pa,03/01/2022,02/28/2023,30000.0,0.24,7200.0,30000.0,7200.0,,,,True,False,,
CARTER LUMBER,1003851476,131352010,42638814,pa,08/01/2021,07/31/2022,47049.6,0.14,6586.944,8000.0,6586.944,,,,False,,,
"CDK GLOBAL, LLC",1004869900,134465361,42638814,pa,04/01/2021,03/31/2022,61422.4,0.14,8599.136,8000.0,8000.0,,,,False,,,
CDM SMITH INC.,1005546253,133875402,42638814,pa,07/01/2021,06/30/2022,0.0,0.14,0.0,8000.0,0.0,,,,False,,,
CENTENE CORPORATION,1003852455,135013578,42927361,pa,12/01/2021,11/30/2022,550534.0,0.26,143138.84,30000.0,30000.0,,,,False,,,
"CENTURI CONSTRUCTION GROUP, INC.",1005196073,132680242,42638814,pa,01/01/2022,12/31/2022,64896.0,0.14,9085.44,8000.0,8000.0,,,,True,False,,
CERENCE INC,1005597993,134655746,42638816,pa,05/21/2021,05/20/2022,28150.0,0.14,3941.0000000000005,8000.0,3941.0000000000005,,,,False,,,
CF INDUSTRIES INC,1004034968,133024711,42638814,pa,12/19/2021,12/18/2022,94745.04,0.14,13264.3056,8000.0,8000.0,,,,False,,,
CHARLES RIVER LABORATORIES,1003851646,134970986,42927363,pa,12/01/2021,11/30/2022,55224.0,0.26,14358.24,30000.0,14358.24,,,,False,,,
CHEMED CORPORATION,1003850614,134970055,42927363,pa,12/01/2021,11/30/2022,51562.38,0.26,13406.2188,30000.0,13406.2188,,,,False,,,
"CIGNA CORPORATE SERVICES, LLC",1004871142,136079616,42927361,pa,12/01/2021,11/30/2022,865280.0,0.26,224972.80000000002,30000.0,30000.0,,,,False,,,
"CIRCOR INTERNATIONAL, INC.",1003853189,131943445,42638814,pa,01/01/2022,12/31/2022,44179.2,0.14,6185.088,8000.0,6185.088,,,,True,False,,
CIT GROUP (NJ) LLC.,1003852106,135014008,42927361,pa,12/01/2021,11/30/2022,474926.4,0.26,123480.86400000002,30000.0,30000.0,,,,False,,,
CLARIVATE,1004952048,133331517,42638814,pa,09/30/2021,09/29/2022,150800.0,0.14,21112.000000000004,8000.0,8000.0,,,,False,,,
CLEVELAND-CLIFFS INC.,1004345070,131875773,42638814,pa,11/01/2021,10/31/2022,35067.43,0.14,4909.440200000001,8000.0,4909.440200000001,,,,False,,,
CNH AMERICA LLC,1003852110,131948393,42638813,pa,12/01/2021,11/30/2022,84216.6,0.1,8421.660000000002,8000.0,8000.0,,,,False,,,
CNX RESOURCES CORPORATION,1005219304,134636746,42638814,pa,05/02/2021,05/01/2022,52800.0,0.14,7392.000000000001,8000.0,7392.000000000001,,,,False,,,
COGNYTE SOFTWARE INC,1005553330,134041261,42638814,pa,06/01/2021,05/31/2022,32500.0,0.14,4550.0,8000.0,4550.0,,,,False,,,
COLLIBRA INC,1005599218,135017787,42638816,pa,06/15/2021,06/14/2022,37170.0,0.14,5203.8,8000.0,5203.8,,,,False,,,
COLUMBUS MCKINNON CORPORATION,1003853194,136200197,42638814,pa,03/01/2022,02/28/2023,40700.0,0.14,5698.000000000001,8000.0,5698.000000000001,,,,True,False,,
COMMERCIAL METALS COMPANY,1003851251,135139295,42638814,pa,08/01/2021,07/31/2022,50000.0,0.14,7000.000000000001,8000.0,7000.000000000001,,,,False,,,
"COMMSCOPE, INC. OF NORTH CAROLINA",1003852810,131645185,42638813,pa,12/01/2021,11/30/2022,56328.48,0.1,5632.848000000001,8000.0,5632.848000000001,,,,False,,,
"COMMUNITY TRUST BANCORP, INC.",1003853169,135895614,42638816,pa,01/01/2022,12/31/2022,20625.0,0.14,2887.5000000000005,8000.0,2887.5000000000005,,,,True,True,,
CONSOLIDATED EDISON CO. OF NY,1003849222,134967653,42927363,pa,12/01/2021,11/30/2022,113568.0,0.26,29527.68,30000.0,29527.68,,,,False,,,
"CORELOGIC, INC.",1004003318,131886874,42638814,pa,07/01/2021,06/30/2022,62323.96,0.14,8725.3544,8000.0,8000.0,,,,False,,,
CORONADO GLOBAL RESOURCES INC,1005388691,134367332,42638814,pa,01/01/2022,12/31/2022,40560.0,0.14,5678.400000000001,8000.0,5678.400000000001,,,,True,False,,
"COSTAR GROUP, INC.",1005241371,134749857,42638813,pa,07/02/2021,07/01/2022,57200.0,0.1,5720.0,8000.0,5720.0,,,,False,,,
COX MEDIA GROUP LLC,1005495207,133024398,42638814,pa,07/07/2021,07/06/2022,37440.0,0.14,5241.6,8000.0,5241.6,,,,False,,,
"CRA INTERNATIONAL, INC.",1003850266,131394568,42638816,pa,01/01/2022,12/31/2022,46682.59,0.14,6535.5626,8000.0,6535.5626,,,,True,False,,
CRANE CO.,1003851329,132004329,42638814,pa,12/01/2021,11/30/2022,44068.75,0.14,6169.625000000001,8000.0,6169.625000000001,,,,False,,,
CROSS RIVER BANK,1005662815,135914657,42638816,pa,12/30/2021,12/29/2022,23440.0,0.14,3281.6000000000004,8000.0,3281.6000000000004,,,,False,,,
