Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal
KEURIG DR PEPPER INC,1004105176,135644603,42534897,itc,01/01/2022,12/31/2022,19125.0,1.0,19125.0,N/A,19125.0,,,,False,,,
"LEXMARK INTERNATIONAL, INC.",1004340720,130217119,42534897,itc,01/01/2022,12/31/2022,13783.91,1.0,13783.91,N/A,13783.91,,,,False,,,
"MAPLE MOUNTAIN GROUP,INC.",1004651759,135435514,42534897,itc,01/01/2022,12/31/2022,20250.0,1.0,20250.0,N/A,20250.0,,,,False,,,
MCDONALD'S CORPORATION,1004879539,136300775,42534897,itc,01/18/2022,01/17/2023,18813.19,1.0,18813.19,N/A,18813.19,,,,False,,,
"METTLER-TOLEDO INTERNATIONAL, INC.",1004890660,135722355,42534897,itc,11/17/2021,11/17/2022,13498.0,1.0,13498.0,N/A,13498.0,,,,False,,False,True
"MINERALS TECHNOLOGIES, INC.",1004924588,135729501,42534897,itc,11/13/2021,11/13/2022,13628.16,1.0,13628.16,N/A,13628.16,,,,False,,False,True
"NEWPARK RESOURCES, INC.",1005241371,129881654,42534897,itc,01/01/2022,12/31/2022,13783.91,1.0,13783.91,N/A,13783.91,,,,False,,,
NIELSEN CONSUMER LLC,1005251126,135892753,42534897,itc,08/01/2022,12/31/2022,6483.55,1.0,6483.55,N/A,6483.55,,,,True,True,,
PLANTRONICS INC.,1005411368,135918788,42534897,itc,05/01/2022,04/30/2023,18000.0,1.0,18000.0,N/A,18000.0,,,,False,,,
"PLASTIPAK PACKAGING, INC.",1005411657,134034198,42534897,itc,12/31/2021,12/30/2022,14560.0,1.0,14560.0,N/A,14560.0,,,,False,,False,True
"PRA GROUP, INC.",1005438067,135458967,42534897,itc,09/30/2022,09/29/2023,20800.0,1.0,20800.0,N/A,20800.0,,,,True,False,,
QUALCOMM INCORPORATED,1005491606,135893089,42534897,itc,08/01/2022,07/31/2023,25254.0,1.0,25254.0,N/A,25254.0,,,,True,False,,
READING INTL INC,1005504478,135271374,42534897,itc,08/09/2022,08/08/2023,12480.0,1.0,12480.0,N/A,12480.0,,,,True,False,,
SCOULAR,1005584762,135938477,42534897,itc,06/01/2022,05/31/2023,5590.0,1.0,5590.0,N/A,5590.0,,,,False,,,
SPX FLOW INC,1005645918,135165494,42534897,itc,07/21/2022,07/20/2023,14038.09,1.0,14038.09,N/A,14038.09,,,,True,False,,
"STERICYCLE, INC.",1005672406,134336247,42534897,itc,01/01/2022,12/31/2022,12980.0,1.0,12980.0,N/A,12980.0,,,,False,,,
TEXAS INSTRUMENTS INC.,1003849174,135680326,42534897,itc,12/01/2021,11/30/2022,20250.0,1.0,20250.0,N/A,20250.0,,,,False,,False,True
THE BRANDTECH GROUP,1003849337,260107365,42533744,itc,09/26/2022,09/25/2023,20250.0,1.0,20250.0,N/A,20250.0,,,,True,True,,
THE NORTHERN TRUST COMPANY,1003849633,135705299,42534897,itc,12/01/2021,11/30/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,False,True
THE TIMKEN COMPANY GNE-12,1003849995,136896732,42534897,itc,07/27/2021,07/26/2023,13850.0,1.0,13850.0,N/A,13850.0,,,,False,,False,True
"TOPBUILD SUPPORT SERVICES,INC",1003851013,136708315,42534897,itc,05/01/2022,12/01/2022,12280.37,1.0,12280.37,N/A,12280.37,,,,False,,True,False
UIPATH,1003853512,136441518,42534897,itc,06/01/2022,05/31/2023,23850.0,1.0,23850.0,N/A,23850.0,,,,False,,,
"UNIFI MANUFACTURING, INC.",1003853921,130723072,42534897,itc,07/29/2022,07/28/2023,1687.3,1.0,1687.3,N/A,1687.3,,,,True,False,,
UNIVERSAL CORPORATION,1003957661,134370784,42534897,itc,03/12/2022,03/11/2023,20800.0,1.0,20800.0,N/A,20800.0,,,,False,,,
"VMWARE, INC.",1004846104,136059127,42534897,itc,02/01/2022,01/31/2023,22500.0,1.0,22500.0,N/A,22500.0,,,,False,,,
VONTIER BUSINESS SERVICES LLC,1004871505,133948819,42534897,itc,12/07/2021,12/06/2022,20000.0,1.0,20000.0,N/A,20000.0,,,,False,,False,True
W. R. GRACE & CO. - CONN.,1004912638,136781958,42534897,itc,06/23/2022,06/22/2023,18720.0,1.0,18720.0,N/A,18720.0,,,,False,,,
WATERS CORPORATION,1004924588,132959426,42534897,itc,11/14/2021,11/13/2022,15930.0,1.0,15930.0,N/A,15930.0,,,,False,,False,True
"WOODWARD, INC",1005195693,135975262,42534897,itc,11/14/2021,11/13/2022,12979.2,1.0,12979.2,N/A,12979.2,,,,False,,False,True
YAHOO INC,1005665746,135459416,42534897,itc,09/30/2022,09/29/2023,23400.0,1.0,23400.0,N/A,23400.0,,,,True,False,,
ADVANCE FINANCE GROUP LLC,1004070080,131967242,42638816,pa,01/01/2022,12/31/2022,70304.0,0.14,9842.560000000001,8000.0,8000.0,,,,False,,,
ADVANCED DRAINAGE SYSTEMS INC,1005447243,135985573,42638814,pa,08/01/2022,07/31/2023,59488.0,0.14,8328.320000000002,8000.0,8000.0,,,,True,False,,
"ADVANCED MICRO DEVICES, INC.",1005450696,134088047,42638814,pa,01/01/2022,12/31/2022,53437.5,0.14,7481.250000000001,8000.0,7481.250000000001,,,,False,,,
AECOM,1005492549,133321186,42638813,pa,01/01/2022,12/31/2022,168798.82,0.1,16879.882,8000.0,8000.0,,,,False,,,
AEGION CORPORATION,1005531781,134121512,42638814,pa,12/01/2021,11/30/2022,36400.0,0.14,5096.000000000001,8000.0,5096.000000000001,,,,False,,False,True
"AHOLD DELHAIZE AMERICA HOLDING, INC",1005542424,136852922,42638814,pa,06/13/2022,06/12/2023,61950.0,0.14,8673.0,8000.0,8000.0,,,,False,,,
AIR METHODS CORPORATION,1003852714,131357572,42638814,pa,07/31/2021,07/30/2023,50618.88,0.14,7086.6432,8000.0,7086.6432,,,,False,,False,True
ALBANY INTERNATIONAL CORP.,1004009953,134020770,42638814,pa,12/01/2021,11/30/2022,83200.0,0.14,11648.000000000002,8000.0,8000.0,,,,False,,False,True
"ALCON VISION, LLC",1004331180,133974296,42638814,pa,12/14/2021,12/13/2022,73800.0,0.14,10332.000000000002,8000.0,8000.0,,,,False,,False,True
AMENTUM GOVT SERVICES HOLDINGS LLC,1004770523,135090615,42638814,pa,09/01/2022,08/31/2023,42900.0,0.14,6006.000000000001,8000.0,6006.000000000001,,,,True,False,,
AMERICAN EXPRESS TRAVEL RELATED SER,1004901779,135724437,42927363,pa,12/01/2021,11/30/2022,148000.0,0.26,38480.0,30000.0,30000.0,,,,False,,False,True
AMERICAN GREETINGS CORPORATION,1005030619,136242709,42638814,pa,04/01/2022,03/31/2023,29960.32,0.14,4194.4448,8000.0,4194.4448,,,,False,,,
AMERICAN TOWERS LLC,1005039149,131972684,42638814,pa,12/12/2021,12/11/2022,67366.65,0.14,9431.331,8000.0,8000.0,,,,False,,False,True
AMERICAN WELL CORPORATION,1005196384,136778731,42638816,pa,07/05/2022,07/04/2023,29240.0,0.14,4093.6000000000004,8000.0,4093.6000000000004,,,,True,True,,
AMPHENOL CORP,1005394629,132098816,42638813,pa,01/01/2022,12/31/2022,254880.0,0.1,25488.0,8000.0,8000.0,,,,False,,,
"AMUNDI US, INC.",1005418321,131614489,42638814,pa,12/02/2021,12/01/2022,27612.0,0.14,3865.6800000000003,8000.0,3865.6800000000003,,,,False,,False,True
ANALOG DEVICES INC,1005518413,136379971,42638814,pa,09/01/2021,08/31/2023,80851.5,0.14,11319.210000000001,8000.0,8000.0,,,,False,,False,True
APR ENERGY LLC,1005556433,136696611,42638816,pa,06/01/2022,05/31/2023,56300.0,0.14,7882.000000000001,8000.0,7882.000000000001,,,,False,,,
ARAMARK CORPORATION,1003848257,136120156,42927363,pa,09/01/2022,08/31/2023,215973.89,0.26,56153.21140000001,30000.0,30000.0,,,,True,True,,
"ARDENT LEGACY HOLDINGS, INC.",1003849205,131640681,42638814,pa,12/01/2021,11/30/2022,34238.88,0.14,4793.4432,8000.0,4793.4432,,,,False,,False,True
ARMSTRONG FLOORING INC.,1003849577,131371367,42638814,pa,12/01/2021,11/30/2022,78683.16,0.14,11015.6424,8000.0,8000.0,,,,False,,False,True
ARTIVION INC,1003849597,132076805,42638814,pa,12/23/2021,12/22/2022,31366.4,0.14,4391.296,8000.0,4391.296,,,,False,,False,True
ASCEND PERFORMANCE MATERIALS HOLDIN,1003849623,131091433,42638814,pa,06/01/2022,05/31/2023,74662.85,0.14,10452.799000000003,8000.0,8000.0,,,,False,,,
ASTEC INDUSTRIES INC,1003849793,132709227,42638814,pa,05/23/2022,05/22/2023,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
ASTRAZENECA PHARMACEUTICALS LP,1003850032,132049718,42638813,pa,12/01/2021,11/30/2022,174694.5,0.1,17469.45,8000.0,8000.0,,,,False,,False,True
ASTRONICS CORPORATION,1003850056,133557272,42638816,pa,12/01/2021,11/30/2022,31200.0,0.14,4368.0,8000.0,4368.0,,,,False,,False,True
AT HOME STORES LLC,1003850181,134469212,42638814,pa,04/01/2022,03/31/2023,58682.0,0.14,8215.480000000001,8000.0,8000.0,,,,False,,,
AT&T,1003850429,133554499,42638814,pa,07/01/2022,06/30/2023,230380.8,0.14,32253.312,8000.0,8000.0,,,,True,False,,
"AUTODESK, INC.",1003850783,134970171,42939096,pa,12/01/2021,11/30/2022,322400.0,0.26,83824.0,30000.0,30000.0,,,,False,,False,True
AVAGO TECHNOLOGIES U.S. INC,1003850811,134324131,42638813,pa,02/26/2022,02/25/2023,96250.0,0.1,9625.0,8000.0,8000.0,,,,False,,,
AVIENT CORPORATION,1003850945,134662534,42638814,pa,08/01/2022,07/31/2023,56100.0,0.14,7854.000000000001,8000.0,7854.000000000001,,,,True,False,,
"AXALTA COATING SYSTEMS, LLC",1003850981,135836781,42638813,pa,12/01/2021,11/30/2022,230817.6,0.1,23081.760000000002,8000.0,8000.0,,,,False,,False,True
"AZENTA, INC",1003851003,132084605,42638816,pa,10/01/2021,09/30/2022,42500.0,0.14,5950.000000000001,8000.0,5950.000000000001,,,,False,,False,True
AZZ INC,1003851008,133410163,42638814,pa,10/01/2021,09/30/2022,52614.0,0.14,7365.960000000001,8000.0,7365.960000000001,,,,False,,False,True
BANK OF NEW YORK MELLON CORP,1003851115,137060391,42638813,pa,05/26/2022,05/25/2023,135200.0,0.1,13520.0,8000.0,8000.0,,,,False,,,
BASF CORPORATION,1003851856,134427330,42638814,pa,12/01/2021,11/30/2022,56160.0,0.14,7862.400000000001,8000.0,7862.400000000001,,,,False,,False,True
"BAUSCH HEALTH US, LLC.",1003851874,135884217,42638813,pa,12/03/2021,12/02/2022,72000.0,0.1,7200.0,8000.0,7200.0,,,,False,,False,True
BEST BUY PURCHASING LLC,1003852771,134972853,42927363,pa,12/01/2021,01/31/2023,263893.0,0.26,68612.18000000001,30000.0,30000.0,,,,False,,False,True
BIO-RAD LABORATORIES INC,1003853766,133015115,42638814,pa,07/02/2022,07/01/2023,60840.0,0.14,8517.6,8000.0,8000.0,,,,True,False,,
"BJ'S WHOLESALE CLUB, INC.",1003854023,131480126,42638814,pa,01/01/2022,12/31/2022,60746.4,0.14,8504.496000000001,8000.0,8000.0,,,,False,,,
BLACK & VEATCH CORPORATION,1003955591,133087510,42638814,pa,12/28/2021,12/27/2022,24294.4,0.14,3401.2160000000003,8000.0,3401.2160000000003,,,,False,,False,True
BLACKLINE SYSTEMS INC,1003999446,135085867,42638816,pa,05/07/2022,05/06/2023,28348.32,0.14,3968.7648000000004,8000.0,3968.7648000000004,,,,False,,,
"BLOCK, INC.",1004007883,135175787,42638813,pa,10/01/2021,09/30/2022,76250.0,0.1,7625.0,8000.0,7625.0,,,,False,,False,True
BOEHRINGER INGELHEIM USA CORP,1004105754,131806254,42638814,pa,12/01/2021,11/30/2022,25955.28,0.14,3633.7392,8000.0,3633.7392,,,,False,,False,True
BOOKING HOLDINGS INC.,1004628426,135823743,42638813,pa,12/13/2021,12/12/2022,25000.0,0.1,2500.0,8000.0,2500.0,,,,False,,False,True
BORG WARNER INC.,1004677283,134969608,42927361,pa,12/01/2021,11/30/2022,311035.17,0.26,80869.1442,30000.0,30000.0,,,,False,,False,True
BOSTON SCIENTIFIC,1004707127,136250293,42638813,pa,03/01/2022,02/28/2023,137470.68,0.1,13747.068,8000.0,8000.0,,,,False,,,
BRAND INDUSTRIAL SERVICES INC,1004841470,134087747,42638813,pa,01/01/2022,12/31/2022,109000.0,0.1,10900.0,8000.0,8000.0,,,,False,,,
"BREAD FINANCIAL PAYMENTS, INC.",1004864858,131364541,42638814,pa,12/01/2021,11/30/2022,103379.33,0.14,14473.106200000002,8000.0,8000.0,,,,False,,False,True
BRIGHTSPRING HEALTH SERVICES,1004871744,132638242,42638814,pa,05/12/2022,05/11/2023,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
"BW NHHC HOLDCO,INC.DBA ELARA CARING",1004976002,136299213,42638814,pa,09/02/2021,09/01/2023,39876.43,0.14,5582.7002,8000.0,5582.7002,,,,False,,False,True
CABINETWORKS GROUP MICHIGAN LLC,1004976003,134061086,42638814,pa,12/31/2021,12/30/2022,33280.0,0.14,4659.200000000001,8000.0,4659.200000000001,,,,False,,False,True
CADENCE BANK,1005454311,137030612,42638814,pa,08/19/2022,08/18/2023,40000.0,0.14,5600.000000000001,8000.0,5600.000000000001,,,,True,True,,
CANDELA CORP,1005606651,136156357,42638816,pa,04/04/2022,04/03/2023,35445.0,0.14,4962.3,8000.0,4962.3,,,,False,,,
"CARESTREAM HEALTH, INC.",1005665004,135889496,42638814,pa,03/05/2022,03/04/2023,40104.61,0.14,5614.6454,8000.0,5614.6454,,,,False,,,
CARGURUS LLC,1005669491,131270556,42638816,pa,01/01/2022,12/31/2022,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,,
"CARMAX ENTERPRISE SERVICES, LLC",1005672406,135113378,42927363,pa,02/01/2022,01/31/2023,30000.0,0.26,7800.0,30000.0,7800.0,,,,False,,,
"CARMAX ENTERPRISE SERVICES, LLC",1005678185,132137066,42638815,pa,03/01/2022,02/28/2023,30000.0,0.24,7200.0,30000.0,7200.0,,,,False,,,
CARTER LUMBER,1005732573,136898775,42638814,pa,08/01/2021,07/31/2023,50340.0,0.14,7047.6,8000.0,7047.6,,,,False,,False,True
CATALINA MARKETING CORPORATION,1005739546,136492913,42638816,pa,05/18/2022,05/17/2023,25830.0,0.14,3616.2000000000003,8000.0,3616.2000000000003,,,,False,,,
CDM SMITH INC.,1003849222,133875402,42638814,pa,07/01/2022,06/30/2023,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,True,False,,
CENTENE CORPORATION,1003849451,135013578,42927361,pa,12/01/2021,11/30/2022,550534.0,0.26,143138.84,30000.0,30000.0,,,,False,,False,True
"CENTURI CONSTRUCTION GROUP, INC.",1003849496,132680242,42638814,pa,01/01/2022,12/31/2022,64896.0,0.14,9085.44,8000.0,8000.0,,,,False,,,
CERENCE INC,1003849604,134655746,42638816,pa,05/21/2022,05/20/2023,29276.0,0.14,4098.64,8000.0,4098.64,,,,False,,,
CF INDUSTRIES INC,1003849710,133024711,42638814,pa,12/19/2021,12/18/2022,94745.04,0.14,13264.3056,8000.0,8000.0,,,,False,,False,True
CHARLES RIVER LABORATORIES,1003850021,134970986,42927363,pa,12/01/2021,11/30/2022,55224.0,0.26,14358.24,30000.0,14358.24,,,,False,,False,True
CHEMED CORPORATION,1003850056,134970055,42927363,pa,12/01/2021,11/30/2022,51562.38,0.26,13406.2188,30000.0,13406.2188,,,,False,,False,True
"CIGNA CORPORATE SERVICES, LLC",1003850081,136079616,42927361,pa,12/01/2021,11/30/2022,865280.0,0.26,224972.80000000002,30000.0,30000.0,,,,False,,False,True
"CIRCOR INTERNATIONAL, INC.",1003850614,131943445,42638814,pa,01/01/2022,12/31/2022,44179.2,0.14,6185.088,8000.0,6185.088,,,,False,,,
CIT GROUP (NJ) LLC.,1003850635,135014008,42927361,pa,12/01/2021,11/30/2022,474926.4,0.26,123480.86400000002,30000.0,30000.0,,,,False,,False,True
CLARIVATE,1003850724,133331517,42638814,pa,09/30/2022,09/29/2023,156832.0,0.14,21956.480000000003,8000.0,8000.0,,,,True,False,,
CLEVELAND-CLIFFS INC.,1003850730,131875773,42638814,pa,11/01/2021,10/31/2022,35067.43,0.14,4909.440200000001,8000.0,4909.440200000001,,,,False,,False,True
CNH AMERICA LLC,1003851055,131948393,42638813,pa,12/01/2021,11/30/2022,84216.6,0.1,8421.660000000002,8000.0,8000.0,,,,False,,False,True
CNX RESOURCES CORPORATION,1003851176,134636746,42638814,pa,05/02/2022,05/01/2023,54912.0,0.14,7687.68,8000.0,7687.68,,,,False,,,
COGNYTE SOFTWARE INC,1003851843,134041261,42638814,pa,06/01/2022,05/31/2023,33800.0,0.14,4732.0,8000.0,4732.0,,,,False,,,
COLLIBRA INC,1003852260,135017787,42638816,pa,06/15/2022,06/14/2023,38656.8,0.14,5411.952000000001,8000.0,5411.952000000001,,,,False,,,
COLUMBUS MCKINNON CORPORATION,1003852455,136200197,42638814,pa,03/01/2022,02/28/2023,40700.0,0.14,5698.000000000001,8000.0,5698.000000000001,,,,False,,,
COMMERCIAL METALS COMPANY,1003950553,135139295,42638814,pa,08/01/2022,07/31/2023,52000.0,0.14,7280.000000000001,8000.0,7280.000000000001,,,,True,False,,
"COMMSCOPE, INC. OF NORTH CAROLINA",1003974646,131645185,42638813,pa,12/01/2021,11/30/2022,56328.48,0.1,5632.848000000001,8000.0,5632.848000000001,,,,False,,False,True
"COMMUNITY TRUST BANCORP, INC.",1003994401,135895614,42638816,pa,01/01/2022,12/31/2022,20625.0,0.14,2887.5000000000005,8000.0,2887.5000000000005,,,,False,,,
CONSOLIDATED EDISON CO. OF NY,1004027262,134967653,42927363,pa,12/01/2021,11/30/2022,113568.0,0.26,29527.68,30000.0,29527.68,,,,False,,False,True
"CORELOGIC, INC.",1004577143,136897138,42638814,pa,07/01/2021,06/30/2023,65440.16,0.14,9161.622400000002,8000.0,8000.0,,,,False,,False,True
CORONADO GLOBAL RESOURCES INC,1004610620,134367332,42638814,pa,01/01/2022,12/31/2022,40560.0,0.14,5678.400000000001,8000.0,5678.400000000001,,,,False,,,
"COSTAR GROUP, INC.",1004871142,134749857,42638813,pa,07/02/2022,07/01/2023,59488.0,0.1,5948.8,8000.0,5948.8,,,,True,False,,
COX MEDIA GROUP LLC,1005412624,133024398,42638814,pa,07/07/2022,07/06/2023,38937.6,0.14,5451.264,8000.0,5451.264,,,,True,False,,
"CRA INTERNATIONAL, INC.",1003846737,131394568,42638816,pa,01/01/2022,12/31/2022,46682.59,0.14,6535.5626,8000.0,6535.5626,,,,False,,,
"CRANE HOLDINGS, CO.",1003849225,132004329,42638814,pa,12/02/2021,11/30/2022,44068.75,0.14,6169.625000000001,8000.0,6169.625000000001,,,,False,,False,True
CROSS RIVER BANK,1003849470,135914657,42638816,pa,12/30/2021,12/29/2022,23440.0,0.14,3281.6000000000004,8000.0,3281.6000000000004,,,,False,,False,True
CROSSAMERICA PARTNERS LP,1003849580,132437718,42638814,pa,01/01/2022,12/31/2022,48802.0,0.14,6832.280000000001,8000.0,6832.280000000001,,,,False,,,
"CSC HOLDINGS, LLC",1003849729,132078094,42638816,pa,01/01/2022,12/31/2022,67373.28,0.14,9432.2592,8000.0,8000.0,,,,False,,,
CSW INDUSTRIALS INC,1003849754,134353818,42638816,pa,02/28/2022,02/27/2023,24224.72,0.14,3391.4608000000003,8000.0,3391.4608000000003,,,,False,,,
CUMMINS INC.,1003849755,135787847,42927363,pa,12/01/2021,11/30/2022,184866.0,0.26,48065.16,30000.0,30000.0,,,,False,,False,True
"CURIA GLOBAL, INC.",1003849811,135382231,42638814,pa,09/01/2022,08/31/2023,46800.0,0.14,6552.000000000001,8000.0,6552.000000000001,,,,True,False,,
"CYXTERA TECHNOLOGIES, LLC",1003850005,131853224,42638816,pa,11/04/2021,11/03/2022,41100.8,0.14,5754.112000000001,8000.0,5754.112000000001,,,,False,,False,True
DASSAULT SYSTEMES AMERICAS CORP,1003850032,133150934,42638814,pa,12/01/2021,11/30/2022,65405.0,0.14,9156.7,8000.0,8000.0,,,,False,,False,True
DAVITA INC,1003850037,135922349,42939096,pa,12/01/2021,11/30/2022,330270.0,0.26,85870.2,30000.0,30000.0,,,,False,,False,True
"DELEK US HOLDINGS, INC.",1003850059,135680927,42638814,pa,11/01/2021,11/30/2022,47461.26,0.14,6644.576400000001,8000.0,6644.576400000001,,,,False,,False,True
DFS CORPORATE SVCS LLC,1003850080,135416504,42638813,pa,07/22/2022,07/21/2023,83012.8,0.1,8301.28,8000.0,8000.0,,,,True,False,,
"DICK'S SPORTING GOODS, INC.",1003850198,133321725,42638814,pa,09/25/2022,09/24/2023,21091.2,0.14,2952.7680000000005,8000.0,2952.7680000000005,,,,True,False,,
DISCORD INC,1003850256,135847979,42638816,pa,12/13/2021,12/12/2022,23440.0,0.14,3281.6000000000004,8000.0,3281.6000000000004,,,,False,,False,True
"DNV GL USA, INC.",1003850266,136326025,42638814,pa,05/04/2022,05/03/2023,12000.0,0.14,1680.0000000000002,8000.0,1680.0000000000002,,,,False,,,
DREW MARINE PARENT LLC,1003850338,131810007,42638816,pa,11/01/2021,10/31/2022,27612.0,0.14,3865.6800000000003,8000.0,3865.6800000000003,,,,False,,False,True
DXC TECHNOLOGY SERVICES LLC,1003850507,132092491,42638815,pa,04/01/2022,03/31/2023,464701.12,0.24,111528.26879999999,30000.0,30000.0,,,,False,,,
DYNATA LLC,1003850523,134703365,42638814,pa,07/01/2022,06/30/2023,57200.0,0.14,8008.000000000001,8000.0,8000.0,,,,True,False,,
E*TRADE FINANCIAL CORPORATION,1003850551,132187314,42638813,pa,01/20/2022,01/19/2023,110250.0,0.1,11025.0,8000.0,8000.0,,,,False,,,
ELLIOTT COMPANY,1003850635,133515440,42638813,pa,01/01/2022,12/31/2022,86250.0,0.1,8625.0,8000.0,8000.0,,,,False,,,
EMCOR GROUP INC.,1003850640,135458463,42638814,pa,10/01/2021,09/30/2022,56250.0,0.14,7875.000000000001,8000.0,7875.000000000001,,,,False,,False,True
EMERGENT BIOSOLUTIONS INC.,1003850796,133479617,42638814,pa,07/06/2022,07/05/2023,89700.0,0.14,12558.000000000002,8000.0,8000.0,,,,True,False,,
"ENTERGY SERVICES, INC.",1003851045,134975392,42927363,pa,12/01/2021,11/30/2022,173056.0,0.26,44994.560000000005,30000.0,30000.0,,,,False,,False,True
EQT CORPORATION,1003851080,133522885,42638814,pa,12/01/2021,11/30/2022,59280.0,0.14,8299.2,8000.0,8000.0,,,,False,,False,True
EVONIK DEGUSSA CORPORATION,1003851198,133997576,42638814,pa,12/01/2021,11/30/2022,55224.0,0.14,7731.360000000001,8000.0,7731.360000000001,,,,False,,False,True
